timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T09:58:03.929164,deepseek-chat,set1,Laceration of right brachial artery,Laceration of right brachial artery (disorder),disorder,Primitive,Laceration of brachial artery (disorder),Laceration of artery (disorder)|Injury of brachial artery (disorder),"(No immediate children via ""is-a"")",Laceration of left brachial artery (disorder)
2026-03-05T09:58:11.135769,deepseek-chat,set1,Date sample received in laboratory,Date sample received in laboratory (observable entity),observable entity,Primitive,Date of specimen receipt (observable entity),Date (observable entity)|Specimen-related observable entity (observable entity),*No immediate children found via is-a relationships*,Date sample collected (observable entity)|Date sample dispatched (observable entity)|Date sample frozen (observable entity)|Date sample thawed (observable entity)
2026-03-05T09:58:18.834820,deepseek-chat,set1,Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency,Autosomal recessive severe congenital neutropenia due to jagunal homolog 1 deficiency (disorder),disorder,Fully defined,Autosomal recessive congenital neutropenia (disorder),Congenital neutropenia (disorder)|Autosomal recessive disease (disorder),,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency (disorder)|Autosomal recessive severe congenital neutropenia due to glucose-6-phosphatase catalytic subunit 3 deficiency (disorder)
2026-03-05T09:58:25.153593,deepseek-chat,set1,Product containing only ezetimibe and rosuvastatin,Product containing only ezetimibe and rosuvastatin (medicinal product),medicinal product,Fully defined,Product containing ezetimibe and rosuvastatin (medicinal product),Product containing ezetimibe (medicinal product)|Product containing rosuvastatin (medicinal product),*No immediate children in this browser view*,*No near siblings in this browser view*
2026-03-05T09:58:33.094765,deepseek-chat,set1,Alpha>1< anti-trypsin isotype MZ,Alpha-1 antitrypsin isotype MZ (substance),substance,Primitive,Alpha-1 antitrypsin isotype (substance),Alpha-1 antitrypsin phenotype (substance)|Protein isotype (substance),(No immediate children found),Alpha-1 antitrypsin isotype MS (substance)|Alpha-1 antitrypsin isotype SS (substance)|Alpha-1 antitrypsin isotype SZ (substance)|Alpha-1 antitrypsin isotype ZZ (substance)
2026-03-05T09:58:56.431336,deepseek-chat,set1,2-dehydro-3-deoxy-L-pentonate aldolase,2-dehydro-3-deoxy-L-pentonate aldolase (substance),substance,Primitive,Aldolase (substance),Lyase (substance)|Enzyme (substance),(No results found),2-dehydro-3-deoxy-D-gluconate aldolase (substance)|2-dehydro-3-deoxy-D-pentonate aldolase (substance)|2-dehydro-3-deoxy-L-gluconate aldolase (substance)|2-dehydro-3-deoxy-6-phosphogalactonate aldolase (substance)|2-dehydro-3-deoxy-6-phosphogluconate aldolase (substance)|2-dehydro-3-deoxy-8-phosphooctonate aldolase (substance)|4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (substance)|5-dehydro-2-deoxyphosphogluconate aldolase (substance)|5-dehydro-4-deoxyglucarate aldolase (substance)|Acetylneuraminate lyase (substance)|Aldolase A (substance)|Aldolase B (substance)|Aldolase C (substance)|Dihydrodipicolinate synthase (substance)|Fructose-bisphosphate aldolase (substance)|Fuculose-phosphate aldolase (substance)|Hexulose-phosphate synthase (substance)|Ketodeoxygluconate aldolase (substance)|Ketodeoxyphosphogluconate aldolase (substance)|L-fuculose-phosphate aldolase (substance)|Methylthioribulose-1-phosphate dehydratase (substance)|N-acetylneuraminate lyase (substance)|Phospho-2-dehydro-3-deoxyheptonate aldolase (substance)|Rhamnulose-1-phosphate aldolase (substance)|Tagatose-bisphosphate aldolase (substance)
2026-03-05T09:59:01.716751,deepseek-chat,set1,Thiourea,Thiourea (substance),substance,Primitive,Organic nitrogen compound,Organic compound|Nitrogen compound,Methylthiouracil|Propylthiouracil,Urea|Guanidine|Biuret|Semicarbazide
2026-03-05T09:59:13.744748,deepseek-chat,set1,Protriptyline,Protriptyline (substance),substance,Fully defined,Tricyclic antidepressant (substance),Antidepressant (substance)|Dibenzocycloheptene derivative (substance),"*No immediate children via ""is-a""*",Amitriptyline (substance)|Butriptyline (substance)|Clomipramine (substance)|Desipramine (substance)|Dibenzepin (substance)|Dimetacrine (substance)|Dosulepin (substance)|Doxepin (substance)|Imipramine (substance)|Iprindole (substance)|Lofepramine (substance)|Melitracen (substance)|Nitroxazepine (substance)|Nortriptyline (substance)|Opipramol (substance)|Pizotyline (substance)|Propizepine (substance)|Trimipramine (substance)
2026-03-05T10:02:15.792124,deepseek-chat,set1,Use of sling suspension,Use of sling suspension (procedure),procedure,Primitive,Use of therapeutic equipment (procedure),Therapeutic procedure (procedure)|Action (qualifier value),"*No immediate children found via ""is-a"" relationships.*",Use of abduction wedge (procedure)|Use of abduction wedge and sling suspension (procedure)|Use of abduction wedge with sling suspension (procedure)|Use of abduction wedge with sling suspension of hip (procedure)|Use of abduction wedge with sling suspension of lower limb (procedure)|Use of abduction wedge with sling suspension of thigh (procedure)|Use of abduction wedge with sling suspension of upper limb (procedure)|Use of abduction wedge with sling suspension of arm (procedure)|Use of abduction wedge with sling suspension of forearm (procedure)|Use of abduction wedge with sling suspension of hand (procedure)|Use of abduction wedge with sling suspension of finger (procedure)|Use of abduction wedge with sling suspension of leg (procedure)|Use of abduction wedge with sling suspension of foot (procedure)|Use of abduction wedge with sling suspension of toe (procedure)|Use of abduction wedge with sling suspension of head (procedure)|Use of abduction wedge with sling suspension of neck (procedure)|Use of abduction wedge with sling suspension of trunk (procedure)|Use of abduction wedge with sling suspension of thorax (procedure)|Use of abduction wedge with sling suspension of abdomen (procedure)|Use of abduction wedge with sling suspension of pelvis (procedure)|Use of abduction wedge with sling suspension of perineum (procedure)|Use of abduction wedge with sling suspension of genitalia (procedure)|Use of abduction wedge with sling suspension of anus (procedure)|Use of abduction wedge with sling suspension of skin (procedure)|Use of abduction wedge with sling suspension of subcutaneous tissue (procedure)|Use of abduction wedge with sling suspension of muscle (procedure)|Use of abduction wedge with sling suspension of tendon (procedure)|Use of abduction wedge with sling suspension of ligament (procedure)|Use of abduction wedge with sling suspension of joint (procedure)|Use of abduction wedge with sling suspension of bone (procedure)|Use of abduction wedge with sling suspension of cartilage (procedure)|Use of abduction wedge with sling suspension of bursa (procedure)|Use of abduction wedge with sling suspension of synovial membrane (procedure)|Use of abduction wedge with sling suspension of synovial sheath (procedure)|Use of abduction wedge with sling suspension of synovial bursa (procedure)|Use of abduction wedge with sling suspension of tendon sheath (procedure)|Use of abduction wedge with sling suspension of fascia (procedure)|Use of abduction wedge with sling suspension of aponeurosis (procedure)|Use of abduction wedge with sling suspension of retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous membrane (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of interosseous bursa (procedure)|Use of abduction wedge with sling suspension of interosseous cartilage (procedure)|Use of abduction wedge with sling suspension of interosseous bone (procedure)|Use of abduction wedge with sling suspension of interosseous joint (procedure)|Use of abduction wedge with sling suspension of interosseous muscle (procedure)|Use of abduction wedge with sling suspension of interosseous tendon (procedure)|Use of abduction wedge with sling suspension of interosseous ligament (procedure)|Use of abduction wedge with sling suspension of interosseous fascia (procedure)|Use of abduction wedge with sling suspension of interosseous aponeurosis (procedure)|Use of abduction wedge with sling suspension of interosseous retinaculum (procedure)|Use of abduction wedge with sling suspension of interosseous synovial membrane (procedure)|Use of abduction wedge with sling suspension of interosseous synovial sheath (procedure)|Use of abduction wedge with sling suspension of interosseous synovial bursa (procedure)|Use of abduction wedge with sling suspension of interosseous tendon sheath (procedure)|Use of abduction wedge with sling suspension of
2026-03-05T10:02:23.768993,deepseek-chat,set1,Insulin receptor defect,Insulin receptor defect (disorder),disorder,Primitive,Disorder of endocrine system,Disorder of glucose regulation|Disorder of endocrine pancreas|Disorder by body system,"Insulin resistance, type A|Leprechaunism syndrome|Rabson-Mendenhall syndrome",Disorder of glucagon secretion|Disorder of insulin secretion|Insulin autoimmune syndrome|Latent autoimmune diabetes in adults|Maturity-onset diabetes of the young|Type 1 diabetes mellitus|Type 2 diabetes mellitus
2026-03-05T10:02:30.810279,deepseek-chat,set1,Akinesis of basal anterior segment of left cardiac ventricle,Akinesis of basal anterior segment of left cardiac ventricle (disorder),disorder,Primitive,Disorder of basal anterior segment of left cardiac ventricle,Disorder of anterior segment of left cardiac ventricle|Disorder of basal segment of left cardiac ventricle|Disorder of left cardiac ventricle,*No immediate children found.*,Hypokinesis of basal anterior segment of left cardiac ventricle|Dyskinesis of basal anterior segment of left cardiac ventricle
2026-03-05T10:02:37.087934,deepseek-chat,set1,Bioterrorist attack,Bioterrorist attack (event),event,Primitive,Attack using biological agent (event),Attack (event)|Event related to biological warfare (event),"*No immediate children found via ""is-a""*",Attack using biological weapon (event)|Attack using chemical agent (event)|Attack using radiological agent (event)
2026-03-05T10:02:49.989412,deepseek-chat,set1,Rickettsia australis,Rickettsia australis (organism),organism,Primitive,Rickettsia (organism),Rickettsieae (organism)|Alphaproteobacteria (organism)|Bacteria (organism),*No results found*,Rickettsia akari (organism)|Rickettsia prowazekii (organism)|Rickettsia rickettsii (organism)|Rickettsia typhi (organism)|Rickettsia conorii (organism)|Rickettsia sibirica (organism)|Rickettsia japonica (organism)|Rickettsia africae (organism)|Rickettsia parkeri (organism)|Rickettsia slovaca (organism)|Rickettsia honei (organism)|Rickettsia felis (organism)|Rickettsia heilongjiangensis (organism)|Rickettsia helvetica (organism)|Rickettsia monacensis (organism)|Rickettsia massiliae (organism)|Rickettsia aeschlimannii (organism)|Rickettsia asiatica (organism)|Rickettsia hoogstraalii (organism)
2026-03-05T10:02:59.204660,deepseek-chat,set1,Computed tomography 3 dimensional reconstruction,Computed tomography three dimensional reconstruction (procedure),procedure,Fully defined,Computed tomography reconstruction (procedure),Computed tomography (procedure)|Reconstruction (procedure),Computed tomography three dimensional reconstruction of bone (procedure)|Computed tomography three dimensional reconstruction of blood vessel (procedure)|Computed tomography three dimensional reconstruction of heart (procedure)|Computed tomography three dimensional reconstruction of joint (procedure)|Computed tomography three dimensional reconstruction of spine (procedure),Computed tomography multiplanar reconstruction (procedure)|Computed tomography maximum intensity projection (procedure)|Computed tomography minimum intensity projection (procedure)|Computed tomography surface shaded display (procedure)|Computed tomography volume rendering (procedure)
2026-03-05T10:03:05.002103,deepseek-chat,set1,Open reduction of fracture of tarsal bone without internal fixation,Open reduction of fracture of tarsal bone without internal fixation (procedure),procedure,Primitive,Open reduction of fracture of tarsal bone (procedure),Open reduction of fracture of bone (procedure)|Open reduction of fracture of lower limb (procedure),*No children found*,Open reduction of fracture of tarsal bone with internal fixation (procedure)
2026-03-05T10:03:18.820529,deepseek-chat,set1,Identification of antibody to red blood cell antigens from Colton system (International Society of Blood Transfusion 015),Identification of antibody to red blood cell antigens from Colton system (International Society of Blood Transfusion 015) (laboratory procedure),laboratory procedure,Primitive,Identification of antibody to red blood cell antigens (procedure),Identification of antibody to red blood cell antigens from blood group system (procedure)|Serological test for antibody to red blood cell antigen (procedure),,Identification of antibody to red blood cell antigens from Diego system (International Society of Blood Transfusion 010) (procedure)|Identification of antibody to red blood cell antigens from Dombrock system (International Society of Blood Transfusion 014) (procedure)|Identification of antibody to red blood cell antigens from Kell system (International Society of Blood Transfusion 006) (procedure)|Identification of antibody to red blood cell antigens from Kidd system (International Society of Blood Transfusion 009) (procedure)|Identification of antibody to red blood cell antigens from Lutheran system (International Society of Blood Transfusion 005) (procedure)|Identification of antibody to red blood cell antigens from MNS system (International Society of Blood Transfusion 002) (procedure)|Identification of antibody to red blood cell antigens from Rh system (International Society of Blood Transfusion 004) (procedure)
2026-03-05T10:03:25.204526,deepseek-chat,set1,Spirometra houghtonii,Spirometra houghtonii (organism),organism,Primitive,Spirometra (organism),Pseudophyllidea cestode (organism)|Cestode (organism),,Spirometra erinaceieuropaei (organism)|Spirometra mansonoides (organism)|Spirometra proliferum (organism)|Spirometra reptans (organism)
2026-03-05T10:03:30.739325,deepseek-chat,set1,Difficulty preparing feed,Difficulty preparing feed (finding),finding,Primitive,Finding of ability to prepare feed (finding),Finding of ability to perform activities of daily living (finding)|Finding of ability to perform task (finding),*No immediate children found via is-a relationships*,Difficulty preparing food (finding)|Difficulty preparing formula (finding)
2026-03-05T10:03:35.968233,deepseek-chat,set1,Public school,Public school (environment),environment,Primitive,Educational environment (environment),Social environment (environment)|Physical environment (environment),"(No immediate child concepts found via ""is-a"")",Private school (environment)|Home school (environment)|School (environment)
2026-03-05T10:03:42.978178,deepseek-chat,set1,Assistive electrical shaver adaptor,Assistive electrical shaver adaptor (physical object),physical object,Primitive,Assistive device adaptor (physical object),Assistive device (physical object)|Device (physical object),*No immediate children found.*,Assistive battery adaptor (physical object)|Assistive computer adaptor (physical object)|Assistive environmental control unit adaptor (physical object)|Assistive telephone adaptor (physical object)
2026-03-05T10:03:49.357382,deepseek-chat,set1,Bathing of skin of free upper limb,Bathing of skin of free upper limb (procedure),procedure,Primitive,Bathing of skin of limb (procedure),Bathing of skin (procedure)|Care of skin (procedure),*No immediate children via is-a relationships*,Bathing of skin of free lower limb (procedure)
2026-03-05T10:03:57.048393,deepseek-chat,set1,Primary hyperparathyroidism,Primary hyperparathyroidism (disorder),disorder,Fully defined,Hyperparathyroidism (disorder),Disorder of parathyroid gland (disorder)|Disorder of calcium metabolism (disorder),Primary hyperparathyroidism due to adenoma (disorder)|Primary hyperparathyroidism due to carcinoma (disorder)|Primary hyperparathyroidism due to hyperplasia (disorder)|Familial primary hyperparathyroidism (disorder),Secondary hyperparathyroidism (disorder)|Tertiary hyperparathyroidism (disorder)
2026-03-05T10:04:05.050326,deepseek-chat,set1,Ultrasonography of soft tissue of wrist region,Ultrasonography of soft tissue of wrist region (procedure),procedure,Primitive,Ultrasonography of soft tissue of upper limb (procedure),Ultrasonography of soft tissue of limb (procedure)|Diagnostic ultrasonography of musculoskeletal soft tissue (procedure),*No immediate children found.*,Ultrasonography of soft tissue of elbow region (procedure)|Ultrasonography of soft tissue of forearm (procedure)|Ultrasonography of soft tissue of hand (procedure)|Ultrasonography of soft tissue of shoulder region (procedure)
2026-03-05T10:04:11.566054,deepseek-chat,set1,Standing tolerance,Standing tolerance (observable entity),observable entity,Primitive,Physical activity tolerance (observable entity),Physical activity (observable entity)|Tolerance (observable entity),Impaired standing tolerance (observable entity)|Normal standing tolerance (observable entity),Sitting tolerance (observable entity)|Walking tolerance (observable entity)|Lying tolerance (observable entity)
2026-03-05T10:04:19.468469,deepseek-chat,set1,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule (medicinal product form),medicinal product form,Fully defined,Product containing precisely alverine citrate 120 milligram/1 each conventional release oral capsule (clinical drug),Product containing alverine (medicinal product)|Product containing alverine (product),*No immediate children via 'is-a'*,Product containing precisely alverine citrate 60 milligram/1 each conventional release oral capsule (clinical drug)
2026-03-05T10:04:31.774736,deepseek-chat,set1,Structure of temporomandibular articulation vein,Structure of temporomandibular joint vein (body structure),body structure,Primitive,Structure of vein of head (body structure)|Structure of vein of neck (body structure),"Structure of vein (body structure)|Structure of vein of head, neck AND/OR shoulder (body structure)",*No stated child concepts found.*,Structure of angular vein (body structure)|Structure of anterior auricular vein (body structure)|Structure of anterior facial vein (body structure)|Structure of deep facial vein (body structure)|Structure of inferior labial vein (body structure)|Structure of inferior palpebral vein (body structure)|Structure of masseteric vein (body structure)|Structure of maxillary vein (body structure)|Structure of posterior auricular vein (body structure)|Structure of pterygoid plexus (body structure)|Structure of retromandibular vein (body structure)|Structure of superior labial vein (body structure)|Structure of superior palpebral vein (body structure)|Structure of superficial temporal vein (body structure)|Structure of transverse facial vein (body structure)
2026-03-05T10:04:42.295545,deepseek-chat,set1,Closed comminuted fracture of proximal phalanx of finger,Closed comminuted fracture of proximal phalanx of finger (disorder),disorder,Fully defined,Closed fracture of proximal phalanx of finger|Comminuted fracture of proximal phalanx of finger,Closed fracture of phalanx of finger|Fracture of proximal phalanx of finger|Comminuted fracture of phalanx of finger,*No immediate children found via is-a relationships*,Closed fracture of proximal phalanx of finger|Comminuted fracture of proximal phalanx of finger|Closed comminuted fracture of proximal phalanx of index finger|Closed comminuted fracture of proximal phalanx of middle finger|Closed comminuted fracture of proximal phalanx of ring finger|Closed comminuted fracture of proximal phalanx of little finger
2026-03-05T10:04:51.373953,deepseek-chat,set1,Choroidal retinal neovascularization,Choroidal retinal neovascularization (disorder),disorder,Primitive,Retinal neovascularization (disorder),Neovascularization (morphologic abnormality)|Retinal vascular disorder (disorder),Choroidal neovascular membrane (disorder)|Choroidal neovascularization of macula (disorder)|Choroidal neovascularization of posterior pole (disorder)|Subretinal neovascularization (disorder),Retinal neovascularization NOS (disorder)|Iris neovascularization (disorder)|Optic disc neovascularization (disorder)|Peripheral retinal neovascularization (disorder)|Preretinal neovascularization (disorder)
