timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T16:06:43.562902,mistralai/mistral-large-2512,set1,Structure of pedicle of axis,Structure of pedicle of axis (body structure),body structure,Primitive,Structure of vertebral arch of axis (body structure),Structure of vertebral arch (body structure),Structure of lamina of axis (body structure)|Structure of vertebral foramen of axis (body structure)|Structure of transverse process of axis (body structure)|Structure of superior articular process of axis (body structure)|Structure of inferior articular process of axis (body structure)|Structure of spinous process of axis (body structure),
2026-03-05T16:06:45.572543,mistralai/mistral-large-2512,set1,Bone structure of L4,Bone structure of L4 (body structure),body structure,Primitive,Bone structure of lumbar vertebra (body structure),Bone structure of vertebra (body structure),Bone structure of L1 (body structure)|Bone structure of L2 (body structure)|Bone structure of L3 (body structure)|Bone structure of L5 (body structure),
2026-03-05T16:06:48.073647,mistralai/mistral-large-2512,set1,Lasègue's arm sign,Lasègue's arm sign (finding),finding,Primitive,Neurological finding (finding),Clinical finding (finding),,Kernig's sign (finding)|Lhermitte's sign (finding)|Neck stiffness (finding)|Straight-leg raising test positive (finding)|Brudzinski's sign (finding)
2026-03-05T16:06:50.549588,mistralai/mistral-large-2512,set1,Neuroendocrine tumor of middle ear,Neuroendocrine tumor of middle ear (disorder),disorder,Primitive,Neoplasm of middle ear (disorder),Neoplasm of ear (disorder),Cholesteatoma of middle ear (disorder)|Squamous cell carcinoma of middle ear (disorder)|Adenocarcinoma of middle ear (disorder)|Adenoma of middle ear (disorder),
2026-03-05T16:06:53.248066,mistralai/mistral-large-2512,set1,Extension Namespace {1000194},Extension Namespace (namespace concept),namespace concept,Primitive,Namespace concept (namespace concept),SNOMED CT Concept (metadata),International Health Terminology Standards Development Organisation namespace (namespace concept)|SNOMED International namespace (namespace concept),Core metadata concept (metadata)|Reference set (foundation metadata concept)
2026-03-05T16:06:56.265485,mistralai/mistral-large-2512,set1,Fracture of third rib,Fracture of third rib (disorder),disorder,Primitive,Fracture of rib (disorder),Fracture of thoracic structure (disorder),,Fracture of first rib (disorder)|Fracture of second rib (disorder)|Fracture of fourth rib (disorder)|Fracture of fifth rib (disorder)|Fracture of sixth rib (disorder)|Fracture of seventh rib (disorder)|Fracture of eighth rib (disorder)|Fracture of ninth rib (disorder)|Fracture of tenth rib (disorder)|Fracture of eleventh rib (disorder)|Fracture of twelfth rib (disorder)
2026-03-05T16:06:58.275410,mistralai/mistral-large-2512,set1,Overriding tricuspid valve,Overriding tricuspid valve (morphologic abnormality),morphologic abnormality,Primitive,Overriding cardiac valve (morphologic abnormality),Abnormality of cardiac valve (morphologic abnormality),,Overriding aortic valve (morphologic abnormality)|Overriding pulmonary valve (morphologic abnormality)
2026-03-05T16:07:00.456587,mistralai/mistral-large-2512,set1,Cerebellar laceration with open intracranial wound,Cerebellar laceration with open intracranial wound (disorder),disorder,Primitive,Laceration of cerebellum with open intracranial wound (disorder),Traumatic injury of cerebellum (disorder),,Contusion of cerebellum with open intracranial wound (disorder)|Hemorrhage of cerebellum with open intracranial wound (disorder)
2026-03-05T16:07:02.667749,mistralai/mistral-large-2512,set1,Sacral spinal cord injury without bone injury,Sacral spinal cord injury without bone injury (disorder),disorder,Primitive,Spinal cord injury without bone injury (disorder),Injury of spine and/or spinal cord (disorder),Cervical spinal cord injury without bone injury (disorder)|Thoracic spinal cord injury without bone injury (disorder)|Lumbar spinal cord injury without bone injury (disorder),
2026-03-05T16:07:05.643119,mistralai/mistral-large-2512,set1,Dehydrated hereditary stomatocytosis,Dehydrated hereditary stomatocytosis (disorder),disorder,Primitive,Hereditary stomatocytosis (disorder),Hemolytic anemia due to red cell membrane disorder (disorder),(none),Cryohydrocytosis (disorder)|Familial pseudohyperkalemia (disorder)|Hereditary stomatocytosis with hemolytic anemia (disorder)|Overhydrated hereditary stomatocytosis (disorder)|Stomatin-deficient cryohydrocytosis (disorder)
2026-03-05T16:07:11.096786,mistralai/mistral-large-2512,set1,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection (medicinal product form),medicinal product form,Fully defined,Product containing precisely tinzaparin sodium (medicinal product form),Product containing heparinoid (medicinal product form),,Product containing precisely tinzaparin sodium 10000 unit/1 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 12000 unit/0.6 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 14000 unit/0.7 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 16000 unit/0.8 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 18000 unit/0.9 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 2000 unit/0.5 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 3500 unit/0.35 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely tinzaparin sodium 4500 unit/0.45 milliliter conventional release solution for injection (medicinal product form)
2026-03-05T16:07:14.036578,mistralai/mistral-large-2512,set1,History of mood disorder,History of mood disorder (situation),situation,Primitive,History of clinical finding (situation),Situation with explicit context (situation),History of bipolar disorder (situation)|History of depressive disorder (situation),History of anxiety disorder (situation)|History of eating disorder (situation)|History of personality disorder (situation)|History of psychotic disorder (situation)|History of substance use disorder (situation)
2026-03-05T16:07:16.501569,mistralai/mistral-large-2512,set1,Dislocation of prosthetic joint of elbow,Dislocation of prosthetic joint of elbow (disorder),disorder,Primitive,Dislocation of prosthetic joint (disorder),Dislocation of joint (disorder),None,Dislocation of prosthetic joint of hip (disorder)|Dislocation of prosthetic joint of knee (disorder)|Dislocation of prosthetic joint of shoulder (disorder)
2026-03-05T16:07:19.913071,mistralai/mistral-large-2512,set1,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form (medicinal product form),medicinal product form,Fully defined,Product containing only brompheniramine and guaifenesin and hydrocodone (medicinal product form),Product containing only brompheniramine and guaifenesin (medicinal product form)|Product containing only brompheniramine and hydrocodone (medicinal product form)|Product containing only guaifenesin and hydrocodone (medicinal product form),,Product containing only brompheniramine and guaifenesin and hydrocodone (oral solution)|Product containing only brompheniramine and guaifenesin and hydrocodone (oral suspension)
2026-03-05T16:07:22.858527,mistralai/mistral-large-2512,set1,Unable to wash laundry,Unable to wash laundry (finding),finding,Primitive,Difficulty with activities of daily living (finding),Finding related to ability to perform self-care (finding),Unable to bathe self (finding)|Unable to dress self (finding)|Unable to feed self (finding)|Unable to groom self (finding)|Unable to toilet self (finding)|Unable to transfer self (finding)|Unable to use telephone (finding),
2026-03-05T16:07:25.553567,mistralai/mistral-large-2512,set1,Entire corticothalamic fibers of posterior limb of internal capsule,Entire corticothalamic fibers of posterior limb of internal capsule (body structure),body structure,Primitive,Entire corticothalamic fibers of internal capsule (body structure),Entire corticothalamic fibers (body structure),Entire corticothalamic fibers of anterior limb of internal capsule (body structure)|Entire corticothalamic fibers of retrolenticular part of internal capsule (body structure),
2026-03-05T16:07:30.854794,mistralai/mistral-large-2512,set1,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection (medicinal product form),medicinal product form,Fully defined,Product containing precisely lidocaine hydrochloride conventional release solution for injection (medicinal product form),Product containing precisely lidocaine hydrochloride conventional release injectable product (medicinal product form),Product containing precisely lidocaine hydrochloride 20 milligram/1 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely lidocaine hydrochloride 20 milligram/2 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely lidocaine hydrochloride 40 milligram/2 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely lidocaine hydrochloride 100 milligram/5 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely lidocaine hydrochloride 100 milligram/10 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely lidocaine hydrochloride 200 milligram/10 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely lidocaine hydrochloride 200 milligram/20 milliliter conventional release solution for injection (medicinal product form),
2026-03-05T16:07:33.430439,mistralai/mistral-large-2512,set1,Congenital absence of uvula,Congenital absence of uvula (disorder),disorder,Primitive,Congenital anomaly of uvula (disorder),Congenital anomaly of mouth (disorder),,Congenital abnormal shape of uvula (disorder)|Congenital cleft of uvula (disorder)|Congenital hypertrophy of uvula (disorder)|Congenital short uvula (disorder)
2026-03-05T16:07:37.133931,mistralai/mistral-large-2512,set1,Streptococcus pyogenes type emm35,Streptococcus pyogenes type emm35 (organism),organism,Primitive,*Streptococcus pyogenes emm type (organism)*,*Streptococcus pyogenes group (organism)*,*Streptococcus pyogenes type emm1 (organism)*|*Streptococcus pyogenes type emm12 (organism)*|*Streptococcus pyogenes type emm28 (organism)*|*Streptococcus pyogenes type emm3 (organism)*|*Streptococcus pyogenes type emm4 (organism)*|*Streptococcus pyogenes type emm6 (organism)*|*Streptococcus pyogenes type emm89 (organism)*,
2026-03-05T16:07:40.365530,mistralai/mistral-large-2512,set1,Fracture of mandible involving dental socket,Fracture of mandible involving dental socket (disorder),disorder,Primitive,Fracture of mandible (disorder),Fracture of facial bone (disorder),Fracture of mandible not involving dental socket (disorder)|Fracture of condylar process of mandible (disorder)|Fracture of coronoid process of mandible (disorder)|Fracture of angle of mandible (disorder)|Fracture of body of mandible (disorder)|Fracture of ramus of mandible (disorder)|Fracture of symphysis of mandible (disorder)|Multiple fractures of mandible (disorder),
2026-03-05T16:07:42.286071,mistralai/mistral-large-2512,set1,Foreign body in skin of finger with infection,Foreign body in skin of finger with infection (disorder),disorder,Primitive,Foreign body in skin with infection (disorder),Foreign body in skin (disorder),Foreign body in skin of toe with infection (disorder),
2026-03-05T16:07:47.115592,mistralai/mistral-large-2512,set1,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection (medicinal product form),medicinal product form,Fully defined,Product containing precisely naloxone hydrochloride (medicinal product form),Product containing only one active ingredient (medicinal product form),,Product containing precisely naloxone hydrochloride 20 microgram/1 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely naloxone hydrochloride 400 microgram/1 dose nasal spray (medicinal product form)|Product containing precisely naloxone hydrochloride 800 microgram/1 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely naloxone hydrochloride 1 milligram/1 milliliter conventional release solution for injection (medicinal product form)|Product containing precisely naloxone hydrochloride 2 milligram/2 milliliter conventional release solution for injection (medicinal product form)
2026-03-05T16:07:49.574621,mistralai/mistral-large-2512,set1,Excisional biopsy of lacrimal sac,Excisional biopsy of lacrimal sac (procedure),procedure,Primitive,Excisional biopsy of lacrimal drainage structure (procedure),Excisional biopsy of orbital structure (procedure),,Incisional biopsy of lacrimal sac (procedure)|Biopsy of lacrimal sac using needle (procedure)
2026-03-05T16:07:54.800646,mistralai/mistral-large-2512,set1,Catatonic posturing,Catatonic posturing (finding),finding,Primitive,Abnormal motor behavior (finding),Abnormal behavior (finding),,Abnormal gait (finding)|Abnormal movement (finding)|Abnormal posture (finding)|Agitation (finding)|Akathisia (finding)|Akinesia (finding)|Ataxia (finding)|Catatonic excitement (finding)|Catatonic rigidity (finding)|Catatonic stupor (finding)|Chorea (finding)|Compulsion (finding)|Dyskinesia (finding)|Dystonia (finding)|Echopraxia (finding)|Mannerism (finding)|Motor retardation (finding)|Muscle spasm (finding)|Myoclonus (finding)|Negativism (finding)|Psychomotor agitation (finding)|Psychomotor retardation (finding)|Stereotypy (finding)|Tic (finding)|Tremor (finding)|Waxy flexibility (finding)
2026-03-05T16:07:58.623861,mistralai/mistral-large-2512,set1,Structure of palmaris brevis muscle,Structure of palmaris brevis muscle (body structure),body structure,Primitive,Structure of intrinsic muscle of hand (body structure),Structure of muscle of hand (body structure),,Structure of adductor muscle of thumb (body structure)|Structure of flexor pollicis brevis muscle (body structure)|Structure of abductor pollicis brevis muscle (body structure)|Structure of opponens pollicis muscle (body structure)|Structure of lumbrical muscle of hand (body structure)|Structure of dorsal interosseous muscle of hand (body structure)|Structure of palmar interosseous muscle (body structure)|Structure of abductor digiti minimi muscle of hand (body structure)|Structure of flexor digiti minimi brevis muscle of hand (body structure)|Structure of opponens digiti minimi muscle (body structure)
2026-03-05T16:08:01.045829,mistralai/mistral-large-2512,set1,Butteroil,Butteroil (substance),substance,Primitive,Milk fat (substance),Animal fat (substance),None,Butter (substance)|Clarified butter (substance)|Ghee (substance)|Milk fat concentrate (substance)
2026-03-05T16:08:03.037758,mistralai/mistral-large-2512,set1,Entire ventral posterolateral nucleus of thalamus,Entire ventral posterolateral nucleus of thalamus (body structure),body structure,Primitive,Entire ventral posterior nucleus of thalamus (body structure),Entire ventral nuclear complex of thalamus (body structure),,Entire ventral posteromedial nucleus of thalamus (body structure)
2026-03-05T16:08:05.882256,mistralai/mistral-large-2512,set1,Anomalous pulmonary venous drainage to right atrium,Anomalous pulmonary venous drainage to right atrium (disorder),disorder,Primitive,Anomalous pulmonary venous connection (disorder),Congenital anomaly of pulmonary vein (disorder),Anomalous pulmonary venous drainage to coronary sinus (disorder)|Anomalous pulmonary venous drainage to left atrium (disorder)|Anomalous pulmonary venous drainage to right superior vena cava (disorder)|Anomalous pulmonary venous drainage to right ventricle (disorder)|Scimitar syndrome (disorder),
2026-03-05T16:08:09.130396,mistralai/mistral-large-2512,set1,Caries of cervical margin of tooth,Caries of cervical margin of tooth (disorder),disorder,Primitive,Caries of tooth (disorder),Dental caries (disorder),,Caries of enamel of tooth (disorder)|Caries of dentine (disorder)|Arrested dental caries (disorder)|Dental caries extending into pulp (disorder)|Rampant caries (disorder)|Recurrent caries (disorder)|Residual caries (disorder)|Root caries (disorder)
2026-03-05T16:08:11.305027,mistralai/mistral-large-2512,set1,Bursitis of shoulder,Bursitis of shoulder (disorder),disorder,Primitive,Bursitis of upper limb (disorder),Bursitis (disorder),Subacromial bursitis (disorder),Bursitis of elbow (disorder)|Bursitis of hand (disorder)|Bursitis of wrist (disorder)
2026-03-05T16:08:14.259996,mistralai/mistral-large-2512,set1,Laboratory oven,Laboratory oven (physical object),physical object,Primitive,Laboratory equipment (physical object),Equipment (physical object),Drying oven (physical object),Autoclave (physical object)|Centrifuge (physical object)|Freezer (physical object)|Incubator (physical object)|Laboratory balance (physical object)|Laboratory centrifuge (physical object)|Laboratory refrigerator (physical object)|Microscope (physical object)|Water bath (physical object)
2026-03-05T16:08:17.227745,mistralai/mistral-large-2512,set1,Assessment using physical function intensive care unit test,Assessment using physical function intensive care unit test (procedure),procedure,Primitive,Assessment of physical function (procedure),Evaluation procedure (procedure),,Assessment using Chelsea Critical Care Physical Assessment tool (procedure)|Assessment using Functional Status Score for the Intensive Care Unit (procedure)|Assessment using ICU Mobility Scale (procedure)|Assessment using Perme Intensive Care Unit Mobility Score (procedure)
2026-03-05T16:08:20.600790,mistralai/mistral-large-2512,set1,Oral dyskinesia,Oral dyskinesia (disorder),disorder,Primitive,Dyskinesia (disorder),Movement disorder (disorder),None,Akathisia (disorder)|Athetosis (disorder)|Ballism (disorder)|Chorea (disorder)|Dystonia (disorder)|Myoclonus (disorder)|Spasm (disorder)|Stereotypy (disorder)|Tic (disorder)|Tremor (disorder)
2026-03-05T16:08:33.198716,mistralai/mistral-large-2512,set1,Family Ranidae,Family Ranidae (organism family),organism family,Primitive,Family (organism family),Organism by taxonomy (organism),Genus Amietia (organism genus)|Genus Amolops (organism genus)|Genus Babina (organism genus)|Genus Chalcorana (organism genus)|Genus Clinotarsus (organism genus)|Genus Glandirana (organism genus)|Genus Hoplobatrachus (organism genus)|Genus Huia (organism genus)|Genus Hylarana (organism genus)|Genus Lithobates (organism genus)|Genus Meristogenys (organism genus)|Genus Odorrana (organism genus)|Genus Pelophylax (organism genus)|Genus Pseudorana (organism genus)|Genus Pterorana (organism genus)|Genus Rana (organism genus)|Genus Sanguirana (organism genus)|Genus Staurois (organism genus),Family Alytidae (organism family)|Family Bombinatoridae (organism family)|Family Bufonidae (organism family)|Family Calyptocephalellidae (organism family)|Family Ceratobatrachidae (organism family)|Family Ceratophryidae (organism family)|Family Conrauidae (organism family)|Family Cycloramphidae (organism family)|Family Dicroglossidae (organism family)|Family Eleutherodactylidae (organism family)|Family Heleophrynidae (organism family)|Family Hemiphractidae (organism family)|Family Hylidae (organism family)|Family Hylodidae (organism family)|Family Hyperoliidae (organism family)|Family Leiopelmatidae (organism family)|Family Leptodactylidae (organism family)|Family Limnodynastidae (organism family)|Family Mantellidae (organism family)|Family Megophryidae (organism family)|Family Micrixalidae (organism family)|Family Microhylidae (organism family)|Family Myobatrachidae (organism family)|Family Nasikabatrachidae (organism family)|Family Nyctibatrachidae (organism family)|Family Odontophrynidae (organism family)|Family Pelobatidae (organism family)|Family Pelodytidae (organism family)|Family Petropedetidae (organism family)|Family Phrynobatrachidae (organism family)|Family Pipidae (organism family)|Family Ptychadenidae (organism family)|Family Pyxicephalidae (organism family)|Family Ranixalidae (organism family)|Family Rhacophoridae (organism family)|Family Scaphiopodidae (organism family)|Family Sooglossidae (organism family)|Family Telmatobiidae (organism family)
2026-03-05T16:08:35.243827,mistralai/mistral-large-2512,set1,Acute postthoracotomy pain syndrome,Acute postthoracotomy pain syndrome (disorder),disorder,Primitive,Post-thoracotomy pain syndrome (disorder),Postoperative pain syndrome (disorder),Chronic postthoracotomy pain syndrome (disorder),
2026-03-05T16:08:37.710629,mistralai/mistral-large-2512,set1,Trapezius flap,Trapezius flap (procedure),procedure,Primitive,Flap of muscle of back (procedure),Flap of muscle (procedure),Lower trapezius flap (procedure)|Upper trapezius flap (procedure),Latissimus dorsi flap (procedure)|Paraspinal muscle flap (procedure)
2026-03-05T16:08:40.488180,mistralai/mistral-large-2512,set1,Fetal movements palpated by healthcare professional,Fetal movements palpated by healthcare professional (observable entity),observable entity,Primitive,Fetal movement finding (observable entity),Finding of movement (observable entity),Fetal movements present (observable entity)|Fetal movements absent (observable entity)|Fetal movement frequency (observable entity)|Fetal movement strength (observable entity)|Fetal movement pattern (observable entity),
2026-03-05T16:08:43.128700,mistralai/mistral-large-2512,set1,Product containing only sodium thiosulfate in parenteral dose form,Product containing only sodium thiosulfate in parenteral dose form (medicinal product form),medicinal product form,Fully defined,Product containing only sodium thiosulfate (medicinal product form),Product containing only one active ingredient (medicinal product form),Product containing only sodium thiosulfate in oral dose form (medicinal product form),
2026-03-05T16:08:45.140903,mistralai/mistral-large-2512,set1,Zamia,Zamia (organism),organism,Primitive,Cycad (organism),Cycadales (organism),*None*,*None*
2026-03-05T16:08:47.141453,mistralai/mistral-large-2512,set1,Provision of removable artificial eye,Provision of removable artificial eye (procedure),procedure,Primitive,Provision of artificial eye (procedure),Provision of maxillofacial prosthesis (procedure),None,Provision of non-removable artificial eye (procedure)
2026-03-05T16:08:50.570400,mistralai/mistral-large-2512,set1,Hypokinesis of myocardium of anterolateral region of left ventricle,Hypokinesis of myocardium of anterolateral region of left ventricle (disorder),disorder,Primitive,Hypokinesis of myocardium of left ventricle (disorder),Abnormality of myocardial tissue function (disorder),Hypokinesis of myocardium of anterior wall of left ventricle (disorder)|Hypokinesis of myocardium of apical region of left ventricle (disorder)|Hypokinesis of myocardium of inferior wall of left ventricle (disorder)|Hypokinesis of myocardium of inferolateral region of left ventricle (disorder)|Hypokinesis of myocardium of lateral wall of left ventricle (disorder)|Hypokinesis of myocardium of posterior wall of left ventricle (disorder)|Hypokinesis of myocardium of septal region of left ventricle (disorder),
2026-03-05T16:08:55.506691,mistralai/mistral-large-2512,set1,CV20,FSN-style name (include semantic tag),Semantic tag,Definition status (Primitive / Fully defined),**Congenital malformation of cardiac chambers and connections (disorder)**,**Congenital malformation of the heart (disorder)**,,**Double outlet right ventricle (disorder)**|**Tetralogy of Fallot (disorder)**|**Transposition of great vessels (disorder)**|**Corrected transposition of great vessels (disorder)**|**Congenital malformation of atria or atrial septum (disorder)**|**Congenital malformation of ventricles and ventricular septum (disorder)**|**Congenital malformation of great arteries (disorder)**|**Congenital malformation of great veins (disorder)**|**Congenital atrioventricular block (disorder)**
2026-03-05T16:08:58.767835,mistralai/mistral-large-2512,set1,Primary malignant neoplasm of intrathoracic organs,Primary malignant neoplasm of intrathoracic organs (disorder),disorder,Primitive,Primary malignant neoplasm of thorax (disorder),Malignant neoplasm of thorax (disorder),"Primary malignant neoplasm of bronchus and lung (disorder)|Primary malignant neoplasm of heart, mediastinum and pleura (disorder)|Primary malignant neoplasm of thymus (disorder)|Primary malignant neoplasm of trachea (disorder)",Primary malignant neoplasm of breast (disorder)|Primary malignant neoplasm of axilla (disorder)|Primary malignant neoplasm of chest wall (disorder)|Primary malignant neoplasm of skin of trunk (disorder)
2026-03-05T16:09:06.471968,mistralai/mistral-large-2512,set1,Salmonella IIIb 38:(k):z54,Salmonella IIIb 38:(k):z54 (organism),organism,Primitive,Salmonella IIIb (organism),Salmonella enterica subspecies IIIb (organism),Salmonella IIIb 40:k:z35 (organism)|Salmonella IIIb 41:k:z (organism)|Salmonella IIIb 42:k:- (organism)|Salmonella IIIb 43:k:z35 (organism)|Salmonella IIIb 44:k:z53 (organism)|Salmonella IIIb 45:k:z (organism)|Salmonella IIIb 46:k:z39 (organism)|Salmonella IIIb 47:k:z (organism)|Salmonella IIIb 48:k:z (organism)|Salmonella IIIb 48:k:z35 (organism)|Salmonella IIIb 48:k:z53 (organism)|Salmonella IIIb 49:k:z39 (organism)|Salmonella IIIb 50:k:z (organism)|Salmonella IIIb 50:k:z35 (organism)|Salmonella IIIb 50:k:z39 (organism)|Salmonella IIIb 51:k:z (organism)|Salmonella IIIb 52:k:z (organism)|Salmonella IIIb 53:k:z (organism)|Salmonella IIIb 54:k:z (organism)|Salmonella IIIb 55:k:z (organism)|Salmonella IIIb 56:k:z (organism)|Salmonella IIIb 57:k:z (organism)|Salmonella IIIb 58:k:z (organism)|Salmonella IIIb 59:k:z (organism)|Salmonella IIIb 60:k:z (organism)|Salmonella IIIb 61:k:z (organism),
2026-03-05T16:09:09.238586,mistralai/mistral-large-2512,set1,Purpura simplex,Purpura simplex (disorder),disorder,Primitive,Non-thrombocytopenic purpura (disorder),Purpura (disorder),None,Purpura simplex of skin (disorder)|Senile purpura (disorder)|Steroid purpura (disorder)|Mechanical purpura (disorder)|Purpura due to increased intravascular pressure (disorder)
2026-03-05T16:09:15.499272,mistralai/mistral-large-2512,set1,Arsine poisoning,Arsine poisoning (disorder),disorder,Primitive,Poisoning by inorganic substance (disorder),Toxic effect of substance (disorder),Aluminum phosphide poisoning (disorder)|Ammonia poisoning (disorder)|Antimony poisoning (disorder)|Arsenic poisoning (disorder)|Barium poisoning (disorder)|Borate poisoning (disorder)|Bromine poisoning (disorder)|Cadmium poisoning (disorder)|Carbon monoxide poisoning (disorder)|Chlorate poisoning (disorder)|Chlorine poisoning (disorder)|Chromium poisoning (disorder)|Cobalt poisoning (disorder)|Copper poisoning (disorder)|Cyanide poisoning (disorder)|Fluoride poisoning (disorder)|Hydrogen sulfide poisoning (disorder)|Iodine poisoning (disorder)|Iron poisoning (disorder)|Lead poisoning (disorder)|Lithium poisoning (disorder)|Magnesium poisoning (disorder)|Manganese poisoning (disorder)|Mercury poisoning (disorder)|Nickel poisoning (disorder)|Nitrate poisoning (disorder)|Nitrite poisoning (disorder)|Phosphorus poisoning (disorder)|Selenium poisoning (disorder)|Silver poisoning (disorder)|Strontium poisoning (disorder)|Sulfur dioxide poisoning (disorder)|Thallium poisoning (disorder)|Tin poisoning (disorder)|Zinc poisoning (disorder),
2026-03-05T16:09:17.544879,mistralai/mistral-large-2512,set1,Continuous flow apneic ventilation,Continuous flow apneic ventilation (procedure),procedure,Primitive,Apneic ventilation (procedure),Ventilation procedure (procedure),Intermittent flow apneic ventilation (procedure),
2026-03-05T16:09:20.199556,mistralai/mistral-large-2512,set1,Extension Namespace {1000164},Extension Namespace (metadata),metadata,Primitive,Namespace concept (metadata),Core metadata concept (metadata),International Health Terminology Standards Development Organisation namespace (metadata)|SNOMED International namespace (metadata),Core metadata concept (metadata)
2026-03-05T16:09:27.174721,mistralai/mistral-large-2512,set1,Ear and auditory finding,Ear and auditory finding (finding),finding,Primitive,Finding of ear and auditory system (finding),Clinical finding (finding),Abnormal auditory function (finding)|Abnormal auditory perception (finding)|Abnormal ear (finding)|Abnormal ear canal (finding)|Abnormal ear ossicle (finding)|Abnormal ear pinna (finding)|Abnormal ear shape (finding)|Abnormal eustachian tube (finding)|Abnormal hearing (finding)|Abnormal middle ear (finding)|Abnormal tympanic membrane (finding)|Ear and auditory finding present (finding)|Ear pain (finding)|Ear symptom (finding)|Finding of ear region (finding)|Hearing and/or vestibular function finding (finding)|Hearing impairment (finding)|Impacted cerumen (finding)|Noise-induced hearing loss (finding)|Otalgia (finding)|Otorrhea (finding)|Tinnitus (finding)|Vertigo (finding),Finding of eye region (finding)|Finding of face (finding)|Finding of head and neck region (finding)|Finding of mouth region (finding)|Finding of nose region (finding)|Finding of skin of head or neck (finding)
2026-03-05T16:09:30.861983,mistralai/mistral-large-2512,set1,Antibody to myelin associated glycoprotein,Antibody to myelin associated glycoprotein (substance),substance,Primitive,Antibody to nervous system protein (substance),Immunologic factor (substance),Antibody to acetylcholine receptor (substance)|Antibody to aquaporin 4 (substance)|Antibody to ganglioside (substance)|Antibody to GM1 ganglioside (substance)|Antibody to GM2 ganglioside (substance)|Antibody to GQ1b ganglioside (substance)|Antibody to myelin oligodendrocyte glycoprotein (substance)|Antibody to myelin protein (substance)|Antibody to voltage-gated calcium channel (substance)|Antibody to voltage-gated potassium channel (substance),
2026-03-05T16:09:36.167243,mistralai/mistral-large-2512,set1,Genus Cercocebus,Genus Cercocebus (organism),organism,Primitive,Genus of Old World monkeys (organism),Tribe Papionini (organism),Cercocebus agilis (organism)|Cercocebus atys (organism)|Cercocebus chrysogaster (organism)|Cercocebus galeritus (organism)|Cercocebus sanjei (organism)|Cercocebus torquatus (organism),Genus Allenopithecus (organism)|Genus Cercocebus (organism)|Genus Lophocebus (organism)|Genus Macaca (organism)|Genus Mandrillus (organism)|Genus Miopithecus (organism)|Genus Papio (organism)|Genus Rungwecebus (organism)|Genus Theropithecus (organism)
2026-03-05T16:09:38.305458,mistralai/mistral-large-2512,set1,Urge incontinence due to prolapse of female genital organ,Urge incontinence due to prolapse of female genital organ (disorder),disorder,Primitive,Urinary incontinence due to pelvic organ prolapse (disorder),Urinary incontinence due to anatomical distortion (disorder),,Stress incontinence due to prolapse of female genital organ (disorder)
