timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T15:24:44.204639,claude-sonnet-4-5-20250929,set1,Wart clinic,Wart clinic (environment),(environment),Primitive,Dermatology clinic (environment),Outpatient clinic (environment),None,Skin ulcer clinic (environment)|Psoriasis clinic (environment)|Phototherapy clinic (environment)|Eczema clinic (environment)|Acne clinic (environment)
2026-03-05T15:24:48.360223,claude-sonnet-4-5-20250929,set1,Hemoglobin Dagestan,Hemoglobin Dagestan (substance),(substance),Primitive,Hemoglobin variant (substance),Hemoglobin (substance),,Hemoglobin A (substance)|Hemoglobin F (substance)|Hemoglobin A2 (substance)|Hemoglobin Bart's (substance)|Hemoglobin H (substance)|Hemoglobin S (substance)|Hemoglobin C (substance)|Hemoglobin E (substance)|Hemoglobin D (substance)|Hemoglobin G (substance)|Hemoglobin J (substance)|Hemoglobin M (substance)|Hemoglobin Lepore (substance)|Hemoglobin Constant Spring (substance)
2026-03-05T15:24:54.436479,claude-sonnet-4-5-20250929,set1,Substance,Substance (substance),(substance),Primitive,SNOMED CT Concept (SNOMED RT+CTV3),Root concept,Substance categorized by disposition (substance)|Substance categorized by structure (substance)|Substance categorized functionally (substance),Body structure (body structure)|Clinical finding (finding)|Environment or geographical location (environment / location)|Event (event)|Observable entity (observable entity)|Organism (organism)|Pharmaceutical / biologic product (product)|Physical force (physical force)|Physical object (physical object)|Procedure (procedure)|Qualifier value (qualifier value)|Record artifact (record artifact)|Situation with explicit context (situation)|Social context (social concept)|Special concept (special concept)|Specimen (specimen)|Staging and scales (staging scale)
2026-03-05T15:24:58.180235,claude-sonnet-4-5-20250929,set1,Family Chlorobiaceae,,,,,,,
2026-03-05T15:25:01.365180,claude-sonnet-4-5-20250929,set1,Structure of pedicle of axis,Structure of pedicle of axis (body structure),body structure,Primitive,Structure of pedicle of cervical vertebra (body structure),Structure of pedicle of vertebra (body structure),None,Structure of pedicle of third cervical vertebra (body structure)|Structure of pedicle of fourth cervical vertebra (body structure)|Structure of pedicle of fifth cervical vertebra (body structure)|Structure of pedicle of sixth cervical vertebra (body structure)|Structure of pedicle of seventh cervical vertebra (body structure)
2026-03-05T15:25:04.971113,claude-sonnet-4-5-20250929,set1,Bone structure of L4,Bone structure of fourth lumbar vertebra (body structure),(body structure),Primitive,Bone structure of lumbar vertebra (body structure),Bone structure of vertebra (body structure),Entire fourth lumbar vertebra (body structure)|Fourth lumbar vertebral arch (body structure)|Body of fourth lumbar vertebra (body structure),Bone structure of L1 (body structure)|Bone structure of L2 (body structure)|Bone structure of L3 (body structure)|Bone structure of L5 (body structure)
2026-03-05T15:25:08.839881,claude-sonnet-4-5-20250929,set1,Lasègue's arm sign,Lasègue's arm sign (finding),finding,Primitive,Clinical finding (finding),SNOMED CT Concept (SNOMED RT+CTV3),None,Body structure finding (finding)|Finding of sensation (finding)|Functional finding (finding)|Finding by site (finding)|Finding of appearance (finding)|Bleeding finding (finding)|Finding of presence or absence (finding)|Finding of contracture (finding)
2026-03-05T15:25:12.825317,claude-sonnet-4-5-20250929,set1,Neuroendocrine tumor of middle ear,Neuroendocrine tumor of middle ear (disorder),(disorder),Primitive,Neuroendocrine tumor of head and neck (disorder)|Neoplasm of middle ear (disorder),Neuroendocrine tumor (disorder)|Neoplasm of head and/or neck (disorder)|Disorder of middle ear (disorder)|Neoplasm of ear (disorder),Neuroendocrine carcinoma of middle ear (disorder),Neuroendocrine tumor of larynx (disorder)|Neuroendocrine tumor of nasal cavity (disorder)|Neuroendocrine tumor of paranasal sinus (disorder)|Neuroendocrine tumor of pharynx (disorder)|Neuroendocrine tumor of salivary gland (disorder)|Neoplasm of tympanic membrane (disorder)|Neoplasm of auditory ossicle (disorder)
2026-03-05T15:25:17.825691,claude-sonnet-4-5-20250929,set1,Extension Namespace {1000194},Extension Namespace 1000194 (namespace concept),namespace concept,Primitive,Namespace concept (namespace concept),Foundation metadata concept (foundation metadata concept),None,Extension Namespace 1000000 (namespace concept)|Extension Namespace 1000001 (namespace concept)|Extension Namespace 1000005 (namespace concept)|Extension Namespace 1000011 (namespace concept)|Extension Namespace 1000021 (namespace concept)|Extension Namespace 1000036 (namespace concept)|Extension Namespace 1000039 (namespace concept)|Extension Namespace 1000105 (namespace concept)|Extension Namespace 1000112 (namespace concept)|Extension Namespace 1000119 (namespace concept)|Extension Namespace 1000124 (namespace concept)|Extension Namespace 1000146 (namespace concept)|Extension Namespace 1000154 (namespace concept)|Extension Namespace 1000155 (namespace concept)|Extension Namespace 1000161 (namespace concept)|Extension Namespace 1000179 (namespace concept)|Core Namespace 900000000000207 (namespace concept)
2026-03-05T15:25:22.048094,claude-sonnet-4-5-20250929,set1,Fracture of third rib,Fracture of third rib (disorder),disorder,Primitive,Fracture of rib (disorder),Fracture of thorax (disorder),Closed fracture of third rib (disorder)|Open fracture of third rib (disorder),Fracture of first rib (disorder)|Fracture of second rib (disorder)|Fracture of fourth rib (disorder)|Fracture of fifth rib (disorder)|Fracture of sixth rib (disorder)|Fracture of seventh rib (disorder)|Fracture of eighth rib (disorder)|Fracture of ninth rib (disorder)|Fracture of tenth rib (disorder)|Fracture of eleventh rib (disorder)|Fracture of twelfth rib (disorder)|Multiple fractures of ribs (disorder)
2026-03-05T15:25:25.216607,claude-sonnet-4-5-20250929,set1,Overriding tricuspid valve,Overriding tricuspid valve (disorder),disorder,Primitive,Congenital anomaly of tricuspid valve,Congenital cardiovascular disorder,,Tricuspid regurgitation|Tricuspid stenosis|Ebstein's anomaly|Congenital tricuspid atresia|Tricuspid valve dysplasia|Straddling tricuspid valve
2026-03-05T15:25:30.552066,claude-sonnet-4-5-20250929,set1,Cerebellar laceration with open intracranial wound,Cerebellar laceration with open intracranial wound (disorder),(disorder),Primitive,Cerebellar laceration (disorder)|Open intracranial wound (disorder),Laceration of brain (disorder)|Traumatic brain injury (disorder)|Open wound of head (disorder),Cerebellar laceration with open intracranial wound AND concussion (disorder)|Cerebellar laceration with open intracranial wound AND brief loss of consciousness (disorder)|Cerebellar laceration with open intracranial wound AND moderate loss of consciousness (disorder)|Cerebellar laceration with open intracranial wound AND prolonged loss of consciousness (disorder)|Cerebellar laceration with open intracranial wound without loss of consciousness (disorder),Cerebellar contusion with open intracranial wound (disorder)|Cortical laceration with open intracranial wound (disorder)|Brain stem laceration with open intracranial wound (disorder)
2026-03-05T15:25:34.236773,claude-sonnet-4-5-20250929,set1,Sacral spinal cord injury without bone injury,Sacral spinal cord injury without bone injury (disorder),(disorder),Primitive,Traumatic injury of sacral spinal cord (disorder)|Spinal cord injury without bone injury (disorder),Injury of sacral spinal cord (disorder)|Spinal cord injury (disorder)|Traumatic AND/OR non-traumatic injury of spinal cord (disorder),Complete lesion of sacral spinal cord without bone injury (disorder)|Incomplete lesion of sacral spinal cord without bone injury (disorder),Sacral spinal cord injury with bone injury (disorder)
2026-03-05T15:25:37.511554,claude-sonnet-4-5-20250929,set1,Dehydrated hereditary stomatocytosis,Dehydrated hereditary stomatocytosis (disorder),(disorder),Primitive,Hereditary stomatocytosis (disorder),Hereditary hemolytic anemia (disorder),None,Overhydrated hereditary stomatocytosis (disorder)|Hereditary stomatocytosis with normal red cell hydration (disorder)
2026-03-05T15:25:40.482323,claude-sonnet-4-5-20250929,set1,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection (clinical drug),(clinical drug),Fully defined,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection (clinical drug),Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection (clinical drug),None,None
2026-03-05T15:25:44.169715,claude-sonnet-4-5-20250929,set1,History of mood disorder,History of mood disorder (situation),(situation),Primitive,History of mental disorder (situation),Mental health history finding (situation),History of bipolar disorder (situation)|History of depression (situation),History of anxiety disorder (situation)|History of psychotic disorder (situation)|History of eating disorder (situation)|History of personality disorder (situation)|History of substance abuse (situation)
2026-03-05T15:25:47.019016,claude-sonnet-4-5-20250929,set1,Dislocation of prosthetic joint of elbow,Dislocation of prosthetic joint of elbow (disorder),(disorder),Primitive,Dislocation of prosthetic joint (disorder)|Disorder of elbow (disorder),Traumatic dislocation (disorder)|Joint disorder (disorder),,Dislocation of prosthetic joint of hip (disorder)|Dislocation of prosthetic joint of knee (disorder)|Dislocation of prosthetic joint of shoulder (disorder)
2026-03-05T15:25:50.087026,claude-sonnet-4-5-20250929,set1,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form (medicinal product form),(medicinal product form),Fully defined,Product containing only brompheniramine and guaifenesin and hydrocodone (medicinal product),Product containing only brompheniramine and guaifenesin (medicinal product)|Product containing only guaifenesin and hydrocodone (medicinal product)|Product containing only brompheniramine and hydrocodone (medicinal product),,
2026-03-05T15:25:53.177153,claude-sonnet-4-5-20250929,set1,Unable to wash laundry,Unable to wash laundry (finding),finding,Primitive,Difficulty performing laundry activity (finding),Difficulty performing household task (finding),Unable to load laundry into washing machine (finding)|Unable to unload laundry from washing machine (finding),Difficulty washing laundry (finding)
2026-03-05T15:25:55.946055,claude-sonnet-4-5-20250929,set1,Entire corticothalamic fibers of posterior limb of internal capsule,Entire corticothalamic fibers of posterior limb of internal capsule (body structure),body structure,Primitive,Entire corticothalamic fibers (body structure),Entire white matter of cerebrum (body structure),,Entire corticothalamic fibers of anterior limb of internal capsule (body structure)|Entire corticothalamic fibers of genu of internal capsule (body structure)
2026-03-05T15:26:00.339957,claude-sonnet-4-5-20250929,set1,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection (clinical drug),(clinical drug),Fully defined,Product containing lidocaine hydrochloride in conventional release solution for injection (clinical drug),Product containing lidocaine hydrochloride in solution for injection (clinical drug),Product containing precisely lidocaine hydrochloride 10 milligram/1 milliliter and prilocaine hydrochloride 10 milligram/1 milliliter conventional release solution for injection (clinical drug),Product containing precisely lidocaine hydrochloride 5 milligram/1 milliliter conventional release solution for injection (clinical drug)|Product containing precisely lidocaine hydrochloride 10 milligram/1 milliliter conventional release solution for injection (clinical drug)|Product containing precisely lidocaine hydrochloride 20 milligram/1 milliliter conventional release solution for injection (clinical drug)
2026-03-05T15:26:03.429850,claude-sonnet-4-5-20250929,set1,Congenital absence of uvula,Congenital absence of uvula (disorder),(disorder),Primitive,Congenital anomaly of uvula (disorder),Congenital anomaly of soft palate (disorder),None,Bifid uvula (disorder)|Congenital adhesion of uvula (disorder)
2026-03-05T15:26:08.844155,claude-sonnet-4-5-20250929,set1,Streptococcus pyogenes type emm35,Streptococcus pyogenes type emm35 (organism),(organism),Primitive,Streptococcus pyogenes (organism),Streptococcus group A (organism),,Streptococcus pyogenes type emm1 (organism)|Streptococcus pyogenes type emm2 (organism)|Streptococcus pyogenes type emm3 (organism)|Streptococcus pyogenes type emm4 (organism)|Streptococcus pyogenes type emm5 (organism)|Streptococcus pyogenes type emm6 (organism)|Streptococcus pyogenes type emm11 (organism)|Streptococcus pyogenes type emm12 (organism)|Streptococcus pyogenes type emm18 (organism)|Streptococcus pyogenes type emm22 (organism)|Streptococcus pyogenes type emm28 (organism)|Streptococcus pyogenes type emm44 (organism)|Streptococcus pyogenes type emm49 (organism)|Streptococcus pyogenes type emm75 (organism)|Streptococcus pyogenes type emm77 (organism)|Streptococcus pyogenes type emm89 (organism)
2026-03-05T15:26:12.053342,claude-sonnet-4-5-20250929,set1,Fracture of mandible involving dental socket,Fracture of mandible involving dental socket (disorder),(disorder),Primitive,Fracture of mandible (disorder),Fracture of facial bone (disorder),None,Fracture of angle of mandible (disorder)|Fracture of coronoid process of mandible (disorder)|Fracture of condylar process of mandible (disorder)|Fracture of ramus of mandible (disorder)|Fracture of body of mandible (disorder)|Fracture of symphysis menti (disorder)
2026-03-05T15:26:16.018508,claude-sonnet-4-5-20250929,set1,Foreign body in skin of finger with infection,Foreign body in skin of finger with infection (disorder),(disorder),Primitive,Foreign body in skin with infection (disorder)|Disorder of skin of finger (disorder),Foreign body in skin (disorder)|Disorder of finger (disorder)|Disorder of skin of hand (disorder),Foreign body in skin of thumb with infection (disorder)|Foreign body in skin of index finger with infection (disorder)|Foreign body in skin of middle finger with infection (disorder)|Foreign body in skin of ring finger with infection (disorder)|Foreign body in skin of little finger with infection (disorder),Blister of finger (disorder)|Abrasion of finger (disorder)|Contusion of finger (disorder)|Laceration of finger (disorder)
2026-03-05T15:26:19.287650,claude-sonnet-4-5-20250929,set1,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection (medicinal product),(medicinal product),Fully defined,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection (clinical drug),Product containing precisely naloxone hydrochloride conventional release solution for injection (clinical drug),,Product containing precisely naloxone hydrochloride 20 microgram/1 milliliter conventional release solution for injection (medicinal product)|Product containing precisely naloxone hydrochloride 40 microgram/1 milliliter conventional release solution for injection (medicinal product)
2026-03-05T15:26:22.872634,claude-sonnet-4-5-20250929,set1,Excisional biopsy of lacrimal sac,Excisional biopsy of lacrimal sac (procedure),procedure,Primitive,Excision of lacrimal sac (procedure)|Biopsy of lacrimal system (procedure),Excision of lacrimal system structure (procedure)|Biopsy of eye proper (procedure),,Dacryocystectomy (procedure)|Biopsy of lacrimal gland (procedure)|Biopsy of lacrimal duct (procedure)
2026-03-05T15:26:26.371896,claude-sonnet-4-5-20250929,set1,Catatonic posturing,Catatonic posturing (finding),finding,Primitive,Catatonia (finding),Mental state finding (finding),None,Catatonic stupor (finding)|Catatonic excitement (finding)|Catatonic rigidity (finding)|Catatonic negativism (finding)|Waxy flexibility (finding)|Catalepsy (finding)
2026-03-05T15:26:30.894443,claude-sonnet-4-5-20250929,set1,Structure of palmaris brevis muscle,Structure of palmaris brevis muscle (body structure),body structure,Primitive,Structure of intrinsic muscle of hand (body structure),Structure of muscle of hand proper (body structure),,Structure of palmar interosseous muscle (body structure)|Structure of dorsal interosseous muscle of hand (body structure)|Structure of lumbrical muscle of hand (body structure)|Structure of adductor pollicis muscle (body structure)|Structure of opponens pollicis muscle (body structure)|Structure of flexor pollicis brevis muscle (body structure)|Structure of abductor pollicis brevis muscle (body structure)|Structure of opponens digiti minimi muscle of hand (body structure)|Structure of flexor digiti minimi brevis muscle of hand (body structure)|Structure of abductor digiti minimi muscle of hand (body structure)
2026-03-05T15:26:33.467914,claude-sonnet-4-5-20250929,set1,Butteroil,Butteroil (substance),(substance),Primitive,Butter (substance),Dairy product (substance),None,Clarified butter (substance)|Salted butter (substance)|Unsalted butter (substance)
2026-03-05T15:26:36.112189,claude-sonnet-4-5-20250929,set1,Entire ventral posterolateral nucleus of thalamus,Entire ventral posterolateral nucleus of thalamus (body structure),body structure,Primitive,Entire ventral posterior nucleus of thalamus (body structure),Entire nucleus of thalamus (body structure),,Entire ventral posteromedial nucleus of thalamus (body structure)
2026-03-05T15:26:39.881958,claude-sonnet-4-5-20250929,set1,Anomalous pulmonary venous drainage to right atrium,Anomalous pulmonary venous drainage to right atrium (disorder),(disorder),Primitive,Anomalous pulmonary venous connection (disorder),Congenital anomaly of pulmonary vein (disorder),Total anomalous pulmonary venous drainage to right atrium (disorder)|Partial anomalous pulmonary venous drainage to right atrium (disorder),Anomalous pulmonary venous drainage to coronary sinus (disorder)|Anomalous pulmonary venous drainage to superior vena cava (disorder)|Anomalous pulmonary venous drainage to inferior vena cava (disorder)|Anomalous pulmonary venous drainage to left brachiocephalic vein (disorder)|Anomalous pulmonary venous drainage to portal vein (disorder)
2026-03-05T15:26:43.314880,claude-sonnet-4-5-20250929,set1,Caries of cervical margin of tooth,Caries of cervical margin of tooth (disorder),(disorder),Primitive,Dental caries extending into dentin (disorder),Dental caries (disorder),None,Caries of pit and fissure of tooth extending into dentin (disorder)|Caries of smooth surface of tooth extending into dentin (disorder)
2026-03-05T15:26:47.346574,claude-sonnet-4-5-20250929,set1,Bursitis of shoulder,Bursitis of shoulder (disorder),disorder,Primitive,Bursitis (disorder)|Disorder of shoulder region (disorder),Disorder of bursa (disorder)|Disorder of upper limb (disorder)|Musculoskeletal disorder of the shoulder (disorder),Calcific bursitis of shoulder (disorder)|Subacromial bursitis (disorder),Bursitis of elbow (disorder)|Bursitis of hip (disorder)|Bursitis of knee (disorder)|Prepatellar bursitis (disorder)|Olecranon bursitis (disorder)
2026-03-05T15:26:51.543798,claude-sonnet-4-5-20250929,set1,Laboratory oven,Laboratory oven (physical object),physical object,Primitive,Laboratory heating equipment (physical object),Laboratory equipment (physical object),Drying oven (physical object)|Hybridization oven (physical object),Laboratory incubator (physical object)|Laboratory hot plate (physical object)|Bunsen burner (physical object)
2026-03-05T15:26:54.911819,claude-sonnet-4-5-20250929,set1,Assessment using physical function intensive care unit test,Assessment using physical function intensive care unit test (procedure),(procedure),Primitive,Assessment using physical performance test (procedure),Assessment of physical function (procedure),Assessment using physical function intensive care unit test scored for awakening and early mobilization (procedure)|Assessment using physical function intensive care unit test scored for ICU acquired weakness (procedure),Assessment using de Morton mobility index (procedure)|Assessment using short physical performance battery (procedure)|Assessment using timed up and go test (procedure)|Assessment using 6 minute walk test (procedure)
2026-03-05T15:26:58.665210,claude-sonnet-4-5-20250929,set1,Oral dyskinesia,Oral dyskinesia (disorder),(disorder),Primitive,Dyskinesia (disorder)|Disorder of oral cavity (disorder),Extrapyramidal disease (disorder)|Disease of head (disorder)|Disease of digestive system (disorder),Tardive oral dyskinesia (disorder),Tardive dyskinesia (disorder)|Dystonia (disorder)|Paroxysmal dyskinesia (disorder)|Biliary dyskinesia (disorder)
2026-03-05T15:27:02.090857,claude-sonnet-4-5-20250929,set1,Family Ranidae,Family Ranidae (organism),(organism),Primitive,Order Anura (organism),Class Amphibia (organism),Genus Rana (organism),Family Hylidae (organism)|Family Bufonidae (organism)|Family Microhylidae (organism)|Family Leptodactylidae (organism)|Family Dendrobatidae (organism)
2026-03-05T15:27:04.686973,claude-sonnet-4-5-20250929,set1,Acute postthoracotomy pain syndrome,Acute postthoracotomy pain syndrome (disorder),disorder,Primitive,Postthoracotomy pain syndrome (disorder),Chronic pain syndrome (disorder),None,Chronic postthoracotomy pain syndrome (disorder)
2026-03-05T15:27:07.891585,claude-sonnet-4-5-20250929,set1,Trapezius flap,Trapezius flap (procedure),procedure,Primitive,Muscle flap (procedure),Rotational flap (procedure),None,Pectoralis major muscle flap (procedure)|Latissimus dorsi flap (procedure)|Gracilis muscle flap (procedure)|Rectus abdominis muscle flap (procedure)|Temporalis muscle flap (procedure)
2026-03-05T15:27:10.898842,claude-sonnet-4-5-20250929,set1,Fetal movements palpated by healthcare professional,Fetal movements palpated by healthcare professional (observable entity),observable entity,Primitive,Observable of fetal movements (observable entity),Observable related to fetus (observable entity),No immediate children,Fetal movements felt by mother (observable entity)|Fetal movements seen on scan (observable entity)
2026-03-05T15:27:14.859853,claude-sonnet-4-5-20250929,set1,Product containing only sodium thiosulfate in parenteral dose form,Product containing only sodium thiosulfate in parenteral dose form (medicinal product form),(medicinal product form),Fully defined,Product containing only sodium thiosulfate (medicinal product)|Medicinal product in parenteral dose form (medicinal product form),Product containing sodium thiosulfate (product)|Medicinal product (product)|Medicinal product categorized by structure (medicinal product),Product containing only sodium thiosulfate in conventional release parenteral dose form (medicinal product form),Product containing only sodium thiosulfate in cutaneous dose form (medicinal product form)|Product containing only sodium thiosulfate in oral dose form (medicinal product form)
2026-03-05T15:27:18.023095,claude-sonnet-4-5-20250929,set1,Zamia,Zamia (organism),(organism),Primitive,Cycad (organism),Gymnosperm (organism),Zamia furfuracea (organism)|Zamia pumila (organism),Cycas (organism)|Encephalartos (organism)|Macrozamia (organism)
2026-03-05T15:27:20.771734,claude-sonnet-4-5-20250929,set1,Provision of removable artificial eye,Provision of removable artificial eye (procedure),procedure,Primitive,Provision of artificial eye (procedure),Provision of prosthesis (procedure),None,Provision of fixed artificial eye (procedure)
2026-03-05T15:27:24.288254,claude-sonnet-4-5-20250929,set1,Hypokinesis of myocardium of anterolateral region of left ventricle,Hypokinesis of myocardium of anterolateral region of left ventricle (disorder),disorder,Primitive,Hypokinesis of anterolateral wall of left ventricle (disorder)|Regional wall motion abnormality of left ventricle (disorder),Left ventricular wall motion abnormality (disorder)|Regional wall motion abnormality (disorder),,Akinesis of myocardium of anterolateral region of left ventricle (disorder)|Dyskinesis of myocardium of anterolateral region of left ventricle (disorder)
2026-03-05T15:27:26.952108,claude-sonnet-4-5-20250929,set1,CV20,,,,,,,
2026-03-05T15:27:31.219733,claude-sonnet-4-5-20250929,set1,Primary malignant neoplasm of intrathoracic organs,Primary malignant neoplasm of intrathoracic organs (disorder),disorder,Primitive,Malignant tumor of intrathoracic organs (disorder)|Primary malignant neoplasm (disorder),Neoplasm of intrathoracic organs (disorder)|Malignant neoplasm (disorder),Primary malignant neoplasm of mediastinum (disorder)|Primary malignant neoplasm of heart (disorder)|Primary malignant neoplasm of lung (disorder)|Primary malignant neoplasm of thymus (disorder)|Primary malignant neoplasm of pleura (disorder),Primary malignant neoplasm of head and/or neck (disorder)|Primary malignant neoplasm of digestive organ (disorder)|Primary malignant neoplasm of genitourinary organ (disorder)|Primary malignant neoplasm of breast (disorder)
2026-03-05T15:27:40.482615,claude-sonnet-4-5-20250929,set1,Salmonella IIIb 38:(k):z54,Salmonella IIIb 38:(k):z54 (organism),(organism),Primitive,Salmonella subgenus IIIb (organism),Salmonella (organism),,"Salmonella IIIb 13:z10:z53 (organism)|Salmonella IIIb 16:z10:e,n,x,z15 (organism)|Salmonella IIIb 17:(k):1,5,7 (organism)|Salmonella IIIb 18:z10:e,n,x,z15 (organism)|Salmonella IIIb 21:z:z35 (organism)|Salmonella IIIb 35:i:z (organism)|Salmonella IIIb 38:i:z (organism)|Salmonella IIIb 38:k:z (organism)|Salmonella IIIb 38:r:z (organism)|Salmonella IIIb 38:z10:1,5,7 (organism)|Salmonella IIIb 47:z10:e,n,x,z15 (organism)|Salmonella IIIb 48:i:z (organism)|Salmonella IIIb 48:k:z (organism)|Salmonella IIIb 50:i:z (organism)|Salmonella IIIb 50:k:1,5,(7) (organism)|Salmonella IIIb 50:r:z (organism)|Salmonella IIIb 53:z10:z (organism)|Salmonella IIIb 60:r:e,n,x,z15 (organism)|Salmonella IIIb 61:i:1,5,7 (organism)|Salmonella IIIb 61:k:1,5,(7) (organism)|Salmonella IIIb 65:(k):1,5,7 (organism)"
2026-03-05T15:27:44.073194,claude-sonnet-4-5-20250929,set1,Purpura simplex,Purpura simplex (disorder),disorder,Primitive,Purpura (disorder),Hemorrhagic disorder (disorder),,Purpura senilis (disorder)|Thrombocytopenic purpura (disorder)|Henoch-Schönlein purpura (disorder)|Idiopathic thrombocytopenic purpura (disorder)|Nonthrombocytopenic purpura (disorder)
2026-03-05T15:27:47.658650,claude-sonnet-4-5-20250929,set1,Arsine poisoning,Arsine poisoning (disorder),disorder,Primitive,Poisoning caused by inorganic compound (disorder),Poisoning (disorder),None,Phosphine poisoning (disorder)|Hydrogen sulfide poisoning (disorder)|Carbon monoxide poisoning (disorder)|Hydrogen cyanide poisoning (disorder)|Nitrogen oxide poisoning (disorder)
2026-03-05T15:27:50.005312,claude-sonnet-4-5-20250929,set1,Continuous flow apneic ventilation,Continuous flow apneic ventilation (procedure),procedure,Primitive,Apneic oxygenation (procedure),Oxygenation (procedure),,Apneic diffusion respiration (procedure)
2026-03-05T15:27:55.215740,claude-sonnet-4-5-20250929,set1,Extension Namespace {1000164},Extension Namespace 1000164 (namespace concept),namespace concept,Primitive,Namespace concept (namespace concept),SNOMED CT Model Component (metadata),None,Extension Namespace 1000000 (namespace concept)|Extension Namespace 1000001 (namespace concept)|Extension Namespace 1000005 (namespace concept)|Extension Namespace 1000011 (namespace concept)|Extension Namespace 1000033 (namespace concept)|Extension Namespace 1000052 (namespace concept)|Extension Namespace 1000119 (namespace concept)|Extension Namespace 1000154 (namespace concept)|Extension Namespace 1000161 (namespace concept)|Extension Namespace 1000179 (namespace concept)|Extension Namespace 1000202 (namespace concept)|Core Namespace 900000000000207 (namespace concept)
2026-03-05T15:28:00.865805,claude-sonnet-4-5-20250929,set1,Ear and auditory finding,Ear and auditory finding (finding),(finding),Primitive,Clinical finding (finding),SNOMED CT Concept (SNOMED RT+CNC concept),Abnormal ear shape (finding)|Abnormal tympanic membrane (finding)|Auditory cortex finding (finding)|Disorder of ear (disorder)|Ear normal (finding)|Ear symptom (finding)|Finding of ear drainage (finding)|O/E - ear (finding)|Temporal bone finding (finding),Finding by site (finding)|Finding of head and neck region (finding)|Integumentary finding (finding)|Musculoskeletal finding (finding)|Nervous system finding (finding)|Respiratory finding (finding)|Cardiovascular finding (finding)|Digestive system finding (finding)|Genitourinary finding (finding)
2026-03-05T15:28:03.801181,claude-sonnet-4-5-20250929,set1,Antibody to myelin associated glycoprotein,Antibody to myelin associated glycoprotein (substance),(substance),Primitive,Antibody to myelin protein (substance),Autoantibody (substance),None,Antibody to myelin basic protein (substance)|Antibody to myelin oligodendrocyte glycoprotein (substance)
2026-03-05T15:28:07.797147,claude-sonnet-4-5-20250929,set1,Genus Cercocebus,,,,,,,
2026-03-05T15:28:11.105280,claude-sonnet-4-5-20250929,set1,Urge incontinence due to prolapse of female genital organ,Urge incontinence due to prolapse of female genital organ (disorder),(disorder),Primitive,Urge incontinence (disorder)|Disorder of female genital organ due to prolapse (disorder),Urinary incontinence (disorder)|Disorder of female genital organ (disorder)|Disease due to prolapse (disorder),,Stress incontinence due to prolapse of female genital organ (disorder)|Urge incontinence due to urethrocele (disorder)|Urge incontinence due to cystocele (disorder)
2026-03-05T15:28:15.953519,claude-sonnet-4-5-20250929,set1,Streptococcus pyogenes type emm111,Streptococcus pyogenes type emm111 (organism),(organism),Primitive,Streptococcus pyogenes (organism),Streptococcus (organism),,Streptococcus pyogenes type emm1 (organism)|Streptococcus pyogenes type emm2 (organism)|Streptococcus pyogenes type emm3 (organism)|Streptococcus pyogenes type emm4 (organism)|Streptococcus pyogenes type emm5 (organism)|Streptococcus pyogenes type emm6 (organism)|Streptococcus pyogenes type emm12 (organism)|Streptococcus pyogenes type emm18 (organism)|Streptococcus pyogenes type emm28 (organism)|Streptococcus pyogenes type emm49 (organism)|Streptococcus pyogenes type emm75 (organism)|Streptococcus pyogenes type emm77 (organism)|Streptococcus pyogenes type emm78 (organism)|Streptococcus pyogenes type emm89 (organism)
2026-03-05T15:28:18.873247,claude-sonnet-4-5-20250929,set1,Partial glossectomy with radical dissection of left half of neck,Partial glossectomy with radical dissection of left half of neck (procedure),(procedure),Primitive,Partial glossectomy with radical neck dissection (procedure),Partial glossectomy (procedure),,Partial glossectomy with radical dissection of right half of neck (procedure)
2026-03-05T15:28:22.267752,claude-sonnet-4-5-20250929,set1,Paenibacillus doosanensis,Paenibacillus doosanensis (organism),(organism),Primitive,Paenibacillus (organism),Bacillaceae (organism),,Paenibacillus polymyxa (organism)|Paenibacillus larvae (organism)|Paenibacillus alvei (organism)|Paenibacillus macerans (organism)|Paenibacillus azotofixans (organism)
2026-03-05T15:28:26.580938,claude-sonnet-4-5-20250929,set1,Diapterus auratus,,,,,,,
