timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T01:45:37.039711,gpt-4o,set2,Excisional biopsy of lacrimal sac,Excisional biopsy of lacrimal sac,Therapeutic or Preventive Procedure,Primitive,Biopsy of lacrimal sac,Biopsy of head structure,,Biopsy of lacrimal sac lesion
2026-03-05T01:45:38.669991,gpt-4o,set2,Catatonic posturing,Catatonic posturing,Finding,Primitive,Catatonia,Neuropsychiatric condition,(No more specific terms),Catatonic stupor|Catatonic excitement|Catalepsy
2026-03-05T01:45:40.706434,gpt-4o,set2,Structure of palmaris brevis muscle,Structure of palmaris brevis muscle,Anatomical Structure,Fully defined,,,,Structure of abductor digiti minimi muscle|Structure of opponens digiti minimi muscle
2026-03-05T01:45:42.387094,gpt-4o,set2,Butteroil,Anhydrous Milk Fat,Dairy Product,Fully defined,Milk Fat|Dairy Ingredient,Milk Component|Food Ingredient,None,Butter|Ghee|Clarified Butter
2026-03-05T01:45:44.290389,gpt-4o,set2,Entire ventral posterolateral nucleus of thalamus,Entire ventral posterolateral nucleus of thalamus,Anatomical Structure,Fully defined,,,,Entire lateral geniculate nucleus of thalamus|Entire medial geniculate nucleus of thalamus
2026-03-05T01:45:47.102010,gpt-4o,set2,Anomalous pulmonary venous drainage to right atrium,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Anomalous pulmonary venous connection,Congenital cardiovascular disorder,Partial anomalous pulmonary venous connection to right atrium|Total anomalous pulmonary venous connection to right atrium,Anomalous pulmonary venous drainage to left atrium|Anomalous pulmonary venous drainage to systemic veins
2026-03-05T01:45:48.892846,gpt-4o,set2,Caries of cervical margin of tooth,Caries of cervical margin of tooth,Disease or Syndrome,Fully defined,Dental caries,Disease of hard tissue of teeth|Disease of oral cavity,No more specific terms available,Caries of occlusal surface of tooth|Caries of proximal surface of tooth|Caries of smooth surface of tooth
2026-03-05T01:45:50.727302,gpt-4o,set2,Bursitis of shoulder,Bursitis of shoulder,Disease or Syndrome,Fully defined,Bursitis|Shoulder disorder,Musculoskeletal disease|Joint disorder,Subacromial bursitis|Subdeltoid bursitis,Tendinitis of shoulder|Shoulder impingement syndrome|Rotator cuff tear
2026-03-05T01:45:52.531770,gpt-4o,set2,Laboratory oven,Laboratory oven,Equipment,Fully defined,Oven|Laboratory equipment,Heating device|Scientific instrument,Vacuum oven|Drying oven|Muffle furnace,Laboratory furnace|Laboratory incubator|Laboratory refrigerator
2026-03-05T01:45:54.633606,gpt-4o,set2,Assessment using physical function intensive care unit test,,,,,,,
2026-03-05T01:45:55.941249,gpt-4o,set2,Oral dyskinesia,Tardive Dyskinesia,Disease or Syndrome,Fully defined,,,,Parkinsonian Dyskinesia|Huntington's Disease
2026-03-05T01:45:58.014421,gpt-4o,set2,Family Ranidae,Ranidae,Biological family,Fully defined,,,Rana|Lithobates|Pelophylax,Bufonidae|Hylidae|Dendrobatidae|Microhylidae
2026-03-05T01:45:59.832487,gpt-4o,set2,Acute postthoracotomy pain syndrome,Acute postthoracotomy pain syndrome,Disease or Syndrome,Primitive,,,,
2026-03-05T01:46:01.225163,gpt-4o,set2,Trapezius flap,Trapezius myocutaneous flap,Anatomical structure,Fully defined,,,,Pectoralis major flap|Rectus abdominis flap
2026-03-05T01:46:02.629263,gpt-4o,set2,Fetal movements palpated by healthcare professional,Fetal movements palpated by healthcare professional,Finding,Primitive,,,,Fetal movements felt by mother
2026-03-05T01:46:05.039907,gpt-4o,set2,Product containing only sodium thiosulfate in parenteral dose form,Sodium Thiosulfate Injection,Pharmacologic Substance,Fully defined,,,,Sodium Bicarbonate Injection|Sodium Acetate Injection
2026-03-05T01:46:06.402284,gpt-4o,set2,Zamia,Zamia,Plant genus,Fully defined,,,,
2026-03-05T01:46:08.676823,gpt-4o,set2,Provision of removable artificial eye,Provision of removable artificial eye,Therapeutic or Preventive Procedure,Fully defined,,,,Provision of removable dental prosthesis|Provision of removable hearing aid
2026-03-05T01:46:11.299913,gpt-4o,set2,Hypokinesis of myocardium of anterolateral region of left ventricle,,,,,,,
2026-03-05T01:46:13.177381,gpt-4o,set2,CV20,,,,,,,
2026-03-05T01:46:15.461675,gpt-4o,set2,Primary malignant neoplasm of intrathoracic organs,Primary malignant neoplasm of intrathoracic organs,Neoplastic Process,Primitive,,,Primary malignant neoplasm of pleura|Primary malignant neoplasm of mediastinum,Benign neoplasm of intrathoracic organs|Neoplasm of uncertain or unknown behavior of intrathoracic organs
2026-03-05T01:46:17.784381,gpt-4o,set2,Salmonella IIIb 38:(k):z54,Salmonella enterica subsp. diarizonae serovar 38:(k):z54,Bacterium,Fully defined,Salmonella enterica subsp. diarizonae,Salmonella enterica,None,"Salmonella enterica subsp. diarizonae serovar 60:r:z6|Salmonella enterica subsp. diarizonae serovar 61:k:1,5,(7)"
2026-03-05T01:46:19.431468,gpt-4o,set2,Purpura simplex,Purpura simplex,Clinical finding,Primitive,,,,
2026-03-05T01:46:21.306349,gpt-4o,set2,Arsine poisoning,Arsine Toxicity,Injury or Poisoning,Fully defined,,,,Hydrogen Sulfide Poisoning|Carbon Monoxide Poisoning
2026-03-05T01:46:22.960500,gpt-4o,set2,Continuous flow apneic ventilation,Continuous flow apneic ventilation,Therapeutic or Preventive Procedure,Primitive,,,,High-flow Nasal Cannula Oxygen Therapy|Low-flow Oxygen Therapy|Intermittent Positive Pressure Ventilation
2026-03-05T01:46:23.920322,gpt-4o,set2,Extension Namespace {1000164},,,,,,,
2026-03-05T01:46:25.573592,gpt-4o,set2,Ear and auditory finding,Ear and auditory finding,Finding,Primitive,Finding related to sense of hearing,Finding,Ear finding|Auditory finding,Eye finding|Nose finding|Throat finding
2026-03-05T01:46:27.119173,gpt-4o,set2,Antibody to myelin associated glycoprotein,Antibody to myelin associated glycoprotein,Immunologic Factor,Fully defined,,,,Antibody to myelin basic protein|Antibody to myelin oligodendrocyte glycoprotein
2026-03-05T01:46:29.937392,gpt-4o,set2,Genus Cercocebus,Genus Cercocebus,Taxonomic genus,Fully defined,Old World monkeys (Cercopithecinae),Primates,Cercocebus agilis|Cercocebus atys|Cercocebus chrysogaster|Cercocebus galeritus|Cercocebus sanjei|Cercocebus torquatus,Genus Macaca|Genus Papio|Genus Mandrillus|Genus Chlorocebus|Genus Lophocebus
2026-03-05T01:46:31.874338,gpt-4o,set2,Urge incontinence due to prolapse of female genital organ,Urge incontinence due to prolapse of female genital organ,Disease or Syndrome,Fully defined,Female genital organ prolapse,Genital prolapse,,Mixed incontinence due to prolapse of female genital organ
2026-03-05T01:46:33.522137,gpt-4o,set2,Streptococcus pyogenes type emm111,Streptococcus pyogenes type emm111,Bacterium,Fully defined,Streptococcus pyogenes,Streptococcus,None,Streptococcus pyogenes type emm1|Streptococcus pyogenes type emm3|Streptococcus pyogenes type emm12
2026-03-05T01:46:35.973695,gpt-4o,set2,Partial glossectomy with radical dissection of left half of neck,Partial glossectomy with radical neck dissection,Therapeutic or Preventive Procedure,Fully defined,Neck dissection,,,Partial glossectomy with modified radical dissection of left half of neck
2026-03-05T01:46:37.227765,gpt-4o,set2,Paenibacillus doosanensis,Paenibacillus doosanensis,Bacterium,Primitive,,,,Paenibacillus polymyxa|Paenibacillus larvae|Paenibacillus alvei|Paenibacillus macerans
2026-03-05T01:46:38.506994,gpt-4o,set2,Diapterus auratus,Diapterus auratus,Fish species,Fully defined,Diapterus (genus),Gerreidae (family),None,Diapterus rhombeus|Diapterus peruvianus
2026-03-05T01:46:41.730360,gpt-4o,set2,Ribonucleic acid of Parainfluenza virus 4,Ribonucleic Acid of Human Parainfluenza Virus 4,"Nucleic Acid, Nucleic Acid, Nucleic Acid Component",Fully defined,Ribonucleic Acid of Paramyxoviridae,Ribonucleic Acid of Mononegavirales,No more specific terms,Ribonucleic Acid of Human Parainfluenza Virus 1|Ribonucleic Acid of Human Parainfluenza Virus 2|Ribonucleic Acid of Human Parainfluenza Virus 3|Ribonucleic Acid of Human Parainfluenza Virus 5
2026-03-05T01:46:42.879374,gpt-4o,set2,Cryptocotyle concava,Cryptocotyle concava,Species,Primitive,,,,
2026-03-05T01:46:45.340682,gpt-4o,set2,Calicivirus gastroenteritis,Norovirus gastroenteritis,Disease or Syndrome,Fully defined,,,,Astrovirus gastroenteritis|Sapovirus gastroenteritis
2026-03-05T01:46:46.605122,gpt-4o,set2,Acute sensory polyneuropathy,Acute sensory polyneuropathy,Disease or Syndrome,Fully defined,,,,
2026-03-05T01:46:48.683392,gpt-4o,set2,Sabouraud dextrose agar,,,,,,,
2026-03-05T01:46:50.669154,gpt-4o,set2,Urrets-Zavalia syndrome of eye due to and following ocular surgery,Urrets-Zavalia syndrome of eye due to and following ocular surgery,Disease or Syndrome,Fully defined,,,,Urrets-Zavalia syndrome of eye due to cataract surgery
2026-03-05T01:46:52.925889,gpt-4o,set2,Product containing only flortaucipir (18-F) in parenteral dose form,Flortaucipir F 18 Injection,Pharmacologic Substance,Fully defined,,,,Fluciclovine F 18 Injection|Fludeoxyglucose F 18 Injection
2026-03-05T01:46:54.923867,gpt-4o,set2,Structure of skin of left knee,Structure of skin of left knee,Anatomical Structure,Primitive,Structure of skin of knee,Structure of skin of lower limb,[None],Structure of skin of right knee|Structure of skin of left elbow|Structure of skin of right elbow
2026-03-05T01:46:56.674730,gpt-4o,set2,Grafting of auricle of ear,Grafting of auricle of ear,Therapeutic or Preventive Procedure,Primitive,,Grafting procedure,,Repair of auricle of ear|Reduction of auricle of ear
2026-03-05T01:46:59.323743,gpt-4o,set2,Closed fracture of fifth metatarsal bone of right foot,Closed fracture of proximal phalanx of right fifth toe,Injury or Poisoning,Fully defined,Closed fracture of fifth metatarsal bone|Fracture of fifth metatarsal bone of right foot,Fracture of metatarsal bone,No more specific terms,Closed fracture of first metatarsal bone of right foot|Closed fracture of second metatarsal bone of right foot|Closed fracture of third metatarsal bone of right foot|Closed fracture of fourth metatarsal bone of right foot
2026-03-05T01:47:00.697058,gpt-4o,set2,Ultrasonic wave,Ultrasound wave,Physical phenomenon,Fully defined,Sound wave,Mechanical wave,High-frequency ultrasound wave|Low-frequency ultrasound wave,Infrasonic wave|Sonic wave
2026-03-05T01:47:02.167384,gpt-4o,set2,Accessory mobilization of the cervical spine,Accessory mobilization of the cervical spine,Therapeutic or Preventive Procedure,Primitive,,,,Accessory mobilization of the thoracic spine|Accessory mobilization of the lumbar spine
2026-03-05T01:47:03.568392,gpt-4o,set2,Scilla nonscripta,,,,,,,
2026-03-05T01:47:05.443803,gpt-4o,set2,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,Semantic type: Pharmacologic Substance,Category type: Fully defined,Product containing precisely mepacrine hydrochloride,Product containing precisely mepacrine,None,Product containing precisely mepacrine hydrochloride 200 milligram/1 each conventional release oral tablet|Product containing precisely mepacrine hydrochloride 50 milligram/1 each conventional release oral tablet
2026-03-05T01:47:07.280706,gpt-4o,set2,"Antibiotic sensitivity, fungus",Antibiotic sensitivity of fungus,Finding,Fully defined,,,,
2026-03-05T01:47:08.944412,gpt-4o,set2,"Alcohol, methyl measurement","Alcohol, methyl measurement",Laboratory Procedure,Fully defined,,,,
2026-03-05T01:47:10.026350,gpt-4o,set2,Structure of bursa of thumb,,,,,,,
2026-03-05T01:47:11.326586,gpt-4o,set2,"History and physical examination, sports participation","History and physical examination, sports participation",Clinical procedure,Primitive,,,,Sports physical exam
2026-03-05T01:47:13.182621,gpt-4o,set2,Haemophilus felis,Haemophilus felis,Bacterium,Fully defined,Haemophilus,Pasteurellaceae,None,Haemophilus influenzae|Haemophilus ducreyi|Haemophilus parainfluenzae
2026-03-05T01:47:14.767088,gpt-4o,set2,Cholylglycine measurement,Cholylglycine measurement,Laboratory or Test Result,Primitive,,,,Taurocholic acid measurement|Deoxycholic acid measurement
2026-03-05T01:47:16.289101,gpt-4o,set2,Radiation half-value thickness,Half-value layer (HVL),Physical Quantity,Fully defined,,,,
2026-03-05T01:47:17.871163,gpt-4o,set2,Entire embryo at stage 15,Entire embryo at stage 15,Anatomical structure,Fully defined,Entire embryo|Embryo at specific stage,Organism|Developmental structure,N/A,Entire embryo at stage 14|Entire embryo at stage 16
2026-03-05T01:47:19.423274,gpt-4o,set2,Product containing only mecobalamin,Mecobalamin Product,Pharmacologic Substance,Fully defined,,,,
2026-03-05T01:47:21.026432,gpt-4o,set2,Genus Lophodytes,Genus Lophodytes,Taxonomic genus,Primitive,Merginae (subfamily),Anatidae (family),Lophodytes cucullatus (species),Genus Mergus|Genus Bucephala|Genus Somateria
2026-03-05T01:47:22.459822,gpt-4o,set2,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae,Bacterium,Fully defined,Mycoplasma,Bacteria,None,Mycoplasma pneumoniae|Mycoplasma genitalium|Mycoplasma hominis
2026-03-05T01:47:24.173477,gpt-4o,set2,Fetal chromosomal abnormality,Fetal Chromosomal Abnormality,Finding,Primitive,,,Fetal Trisomy|Fetal Monosomy|Fetal Structural Chromosomal Abnormality,Fetal Genetic Disorder|Fetal Structural Abnormality|Fetal Metabolic Disorder
2026-03-05T01:47:26.250622,gpt-4o,set2,History of cancer metastatic to bone,History of malignant neoplasm of bone,Finding,Primitive,History of malignant neoplasm,History of neoplasm|Personal history of disease,History of secondary malignant neoplasm of bone,History of malignant neoplasm of breast|History of malignant neoplasm of lung|History of malignant neoplasm of prostate
2026-03-05T01:47:28.540812,gpt-4o,set2,"Orthopedic fixation plate, non-bioabsorbable, non-sterile","Orthopedic fixation plate, non-bioabsorbable, non-sterile",Medical Device,Primitive,"Orthopedic fixation plate, non-bioabsorbable",Orthopedic fixation plate,None,"Orthopedic fixation plate, bioabsorbable, non-sterile|Orthopedic fixation plate, non-bioabsorbable, sterile|Orthopedic fixation plate, bioabsorbable, sterile"
2026-03-05T01:47:30.667810,gpt-4o,set2,Neoplasm of isthmus of uterus,Neoplasm of isthmus of uterus,Neoplastic Process,Primitive,Neoplasm of uterus,Neoplasm of female genital organ,Malignant neoplasm of isthmus of uterus,Neoplasm of cervix uteri|Neoplasm of corpus uteri|Neoplasm of endometrium|Neoplasm of myometrium
2026-03-05T01:47:31.915311,gpt-4o,set2,Urethrotome,Urethrotome,Medical Device,Fully defined,,,,Scalpel|Forceps|Retractor|Endoscope
2026-03-05T01:47:33.312831,gpt-4o,set2,Death by immolation,Death by burning,Event,Fully defined,,,,Death by drowning|Death by electrocution|Death by hanging|Death by poisoning
2026-03-05T01:47:35.759113,gpt-4o,set2,Skin of part of back,Skin of part of back,"Body Part, Organ, or Organ Component",Primitive,,,Skin of lower back,Skin of part of chest|Skin of part of flank
2026-03-05T01:47:37.620946,gpt-4o,set2,Croton oil,Crotonis Oleum,Substance,Primitive,,,,Castor Oil|Olive Oil|Coconut Oil
2026-03-05T01:47:38.993547,gpt-4o,set2,Associated_finding_filler,,,,,,,
2026-03-05T01:47:41.837183,gpt-4o,set2,Lyssavirus aravan,Aravan virus,Virus,Fully defined,,,,Rabies virus|Lagos bat virus|Mokola virus|Duvenhage virus|European bat lyssavirus 1|European bat lyssavirus 2|Irkut virus|Khujand virus|Australian bat lyssavirus
2026-03-05T01:47:43.460963,gpt-4o,set2,Main spoken language Esperanto,Main spoken language Esperanto,Semantic type: Linguistic property,Category type: Fully defined,Main spoken language,Language characteristic,(None applicable),Main spoken language English|Main spoken language Mandarin|Main spoken language Spanish|Main spoken language French
2026-03-05T01:47:45.037374,gpt-4o,set2,Unable to prepare food hygienically,,,,,,,
2026-03-05T01:47:47.565772,gpt-4o,set2,Proximal radioulnar joint structure,Proximal radioulnar joint,Anatomical structure,Fully defined,,,,Elbow joint|Humeroradial joint|Humeroulnar joint
2026-03-05T01:47:49.595877,gpt-4o,set2,Early onset cerebellar ataxia,Early onset cerebellar ataxia,Disease or Syndrome,Primitive,,Nervous system disease,,Spinocerebellar ataxia|Episodic ataxia
2026-03-05T01:47:51.350683,gpt-4o,set2,Cresylglycidyl ether,"2,3-Epoxypropyl o-cresyl ether",Chemical Substance,Primitive,Glycidyl ether|Aromatic ether,Ether|Organic compound,N/A,Phenyl glycidyl ether|Butyl glycidyl ether|Allyl glycidyl ether
2026-03-05T01:47:52.979181,gpt-4o,set2,Etheostoma zoniferum,Etheostoma zoniferum,Fish species,Primitive,Etheostoma,Percidae,(No immediate narrower concepts),Etheostoma caeruleum|Etheostoma nigrum|Etheostoma blennioides
2026-03-05T01:47:54.663073,gpt-4o,set2,Plasma thawing unit,Plasma thawing unit,Device,Fully defined,,,,
2026-03-05T01:47:56.261974,gpt-4o,set2,Fracture of coccyx,Fracture of coccyx,Injury or Poisoning,Primitive,Fracture of sacrum and coccyx,Fracture of pelvis,(No immediate narrower concepts),Fracture of sacrum|Fracture of ilium|Fracture of pubis|Fracture of ischium
2026-03-05T01:47:59.431533,gpt-4o,set2,3 o'clock position on mammogram,3 o'clock position of breast on mammogram,Anatomical Site,Primitive,Clockface position of breast on mammogram,Breast region on mammogram,None,1 o'clock position of breast on mammogram|2 o'clock position of breast on mammogram|4 o'clock position of breast on mammogram|5 o'clock position of breast on mammogram|6 o'clock position of breast on mammogram|7 o'clock position of breast on mammogram|8 o'clock position of breast on mammogram|9 o'clock position of breast on mammogram|10 o'clock position of breast on mammogram|11 o'clock position of breast on mammogram|12 o'clock position of breast on mammogram
2026-03-05T01:48:01.097968,gpt-4o,set2,Old posterior cruciate ligament disruption,Old posterior cruciate ligament injury,Injury or Poisoning,Primitive,Old knee injury,Old injury of lower limb,None,Old anterior cruciate ligament injury|Old lateral collateral ligament injury|Old medial collateral ligament injury
2026-03-05T01:48:02.774064,gpt-4o,set2,Anxious avoidant attachment,Anxious-Avoidant Attachment,Psychological concept,Fully defined,,,,Secure Attachment|Anxious-Preoccupied Attachment|Disorganized Attachment
2026-03-05T01:48:05.395367,gpt-4o,set2,Inflammation of left iliohypogastric nerve,Neuritis of left iliohypogastric nerve,Disease or Syndrome,Fully defined,Neuritis of left lumbar nerve,Neuritis of peripheral nerve,,Neuritis of bilateral iliohypogastric nerves
2026-03-05T01:48:07.989218,gpt-4o,set2,Re-excision of breast for clearance of tumor margins,Re-excision of breast for clearance of tumor margins,Therapeutic or Preventive Procedure,Fully defined,Breast excision|Tumor margin clearance procedure,Surgical procedure|Oncological procedure,Re-excision of left breast for clearance of tumor margins|Re-excision of right breast for clearance of tumor margins,Initial excision of breast for tumor removal|Lumpectomy with margin assessment|Partial mastectomy for tumor removal
2026-03-05T01:48:08.965257,gpt-4o,set2,Diamond dental laboratory bur,Diamond dental laboratory bur,Medical Device,Fully defined,,,,
2026-03-05T01:48:10.856238,gpt-4o,set2,Family Fuselloviridae,Family Fuselloviridae,Virus family,Fully defined,Virus,Biological entity,None,Family Siphoviridae|Family Myoviridae|Family Podoviridae|Family Inoviridae|Family Corticoviridae
2026-03-05T01:48:12.906386,gpt-4o,set2,Occlusion of vein of corpus cavernosum of penis,Occlusion of vein of corpus cavernosum of penis,Finding,Primitive,,,,Occlusion of deep dorsal vein of penis
2026-03-05T01:48:14.676894,gpt-4o,set2,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Disease or Syndrome,Primitive,Autosomal dominant intermediate Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,(No more specific terms available),Autosomal dominant intermediate Charcot-Marie-Tooth disease type A|Autosomal dominant intermediate Charcot-Marie-Tooth disease type B
2026-03-05T01:48:15.818069,gpt-4o,set2,Hemoglobin Volga,Hemoglobin Volga,Genetic variant,Fully defined,,,,Hemoglobin C|Hemoglobin E|Hemoglobin D
2026-03-05T01:48:18.772451,gpt-4o,set2,Punctate outer retinal toxoplasmosis,Punctate outer retinal toxoplasmosis,Disease or Syndrome,Fully defined,Retinal toxoplasmosis,Toxoplasmosis,None,Diffuse retinal toxoplasmosis|Focal retinal toxoplasmosis
2026-03-05T01:48:20.237352,gpt-4o,set2,Congenital talipes calcaneovalgus,Congenital talipes calcaneovalgus,Disease or Syndrome,Primitive,,,,Congenital talipes calcaneovarus|Congenital talipes equinovalgus
2026-03-05T01:48:21.719057,gpt-4o,set2,Recurrent acute streptococcal tonsillitis,Recurrent acute streptococcal tonsillitis,Disease or Syndrome,Fully defined,,,,
2026-03-05T01:48:22.816262,gpt-4o,set2,Jaeger type 10,,,,,,,
2026-03-05T01:48:25.089428,gpt-4o,set2,Myofascial pain syndrome of lower back,Myofascial pain syndrome of lower back,Disease or Syndrome,Fully defined,Back pain,Pain,,Myofascial pain syndrome of neck|Myofascial pain syndrome of shoulder
2026-03-05T01:48:27.590602,gpt-4o,set2,Spine dislocation due to birth trauma,Dislocation of spine due to birth trauma,Injury or Poisoning,Primitive,Dislocation of spine|Birth trauma,Dislocation|Trauma,None,Fracture of spine due to birth trauma|Injury of spine due to birth trauma|Hemorrhage of spine due to birth trauma
2026-03-05T01:48:29.617444,gpt-4o,set2,Netta rufina,Netta rufina,Species,Fully defined,Netta (genus),Anatidae (family),None,Netta erythrophthalma|Netta peposaca
2026-03-05T01:48:32.682702,gpt-4o,set2,Congenital abnormality of systemic vein,Congenital anomaly of systemic vein,Congenital Abnormality,Primitive,,,Absent hepatic segment of inferior vena cava|Double superior vena cava,Congenital anomaly of portal vein|Congenital anomaly of inferior vena cava
2026-03-05T01:48:35.277617,gpt-4o,set2,Stachybotrys chartarum,Stachybotrys chartarum,Fungus,Primitive,Mold,Fungi,Stachybotrys chartarum var. chlorohalonata,Aspergillus niger|Penicillium chrysogenum|Cladosporium cladosporioides
2026-03-05T01:48:38.440331,gpt-4o,set2,Fracture of phalanx of finger of left hand,Fracture of phalanx of finger of left hand,Injury or Poisoning,Fully defined,Fracture of phalanx of finger|Fracture of bone of left hand,Fracture of bone of hand|Fracture of upper limb,Fracture of proximal phalanx of finger of left hand|Fracture of middle phalanx of finger of left hand|Fracture of distal phalanx of finger of left hand,Fracture of phalanx of finger of right hand|Fracture of phalanx of finger of unspecified hand
2026-03-05T01:48:40.168111,gpt-4o,set2,Astroscopus y-graecum,Astroscopus y-graecum,Species,Fully defined,Astroscopus (Genus),Uranoscopidae (Family),None,Astroscopus guttatus|Astroscopus sexspinosus
2026-03-05T01:48:43.440962,gpt-4o,set2,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,Pharmacologic Substance,Fully defined,Vaccine product containing Clostridium tetani antigen|Vaccine product containing Human poliovirus antigen,Vaccine product,None,Vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae antigens|Vaccine product containing only Human poliovirus and Corynebacterium diphtheriae antigens
2026-03-05T01:48:45.497897,gpt-4o,set2,Single photon emission computed tomography system,Single Photon Emission Computed Tomography System,Medical Device,Fully defined,Emission Computed Tomography System,Tomography System,None,Positron Emission Tomography System|Computed Tomography System
2026-03-05T01:48:46.813441,gpt-4o,set2,Measurement of Influenza A virus antibody and Influenza B virus antibody,Measurement of Influenza A virus antibody and Influenza B virus antibody,Laboratory Procedure,Primitive,,,,
2026-03-05T01:48:48.645420,gpt-4o,set2,Chronic radiation nephritis,Chronic radiation nephropathy,Disease or Syndrome,Fully defined,,,,
2026-03-05T01:48:49.957770,gpt-4o,set2,Giant retinal tear,Giant retinal tear,Clinical finding,Fully defined,,,,
2026-03-05T01:48:51.571663,gpt-4o,set2,Structure of lateral surface of upper arm,Lateral surface of the upper arm,"Body Part, Organ, or Organ Component",Primitive,,,,Medial surface of the upper arm|Anterior surface of the upper arm|Posterior surface of the upper arm
2026-03-05T01:48:53.927539,gpt-4o,set2,Family Echinorhynchidae,Echinorhynchidae,Family,Primitive,Acanthocephala,Rotifera,Echinorhynchus|Pomphorhynchus,Neoechinorhynchidae|Rhadinorhynchidae|Polymorphidae
2026-03-05T01:48:56.265428,gpt-4o,set2,Embolectomy with catheter of celiac artery by abdominal incision,Embolectomy of celiac artery by abdominal incision using catheter,Therapeutic or Preventive Procedure,Fully defined,Embolectomy of celiac artery by abdominal incision|Embolectomy of celiac artery using catheter,Embolectomy of celiac artery|Embolectomy of abdominal artery,,Embolectomy with catheter of renal artery by abdominal incision|Embolectomy with catheter of superior mesenteric artery by abdominal incision
2026-03-05T01:48:59.622477,gpt-4o,set2,Entire zygomatic arch,Entire zygomatic arch,Anatomical structure,Primitive,,,,Entire maxilla|Entire nasal bone|Entire frontal bone
2026-03-05T01:49:01.400480,gpt-4o,set2,Application of hot water bottle,Application of hot water bottle,Procedure,Fully defined,,,,
2026-03-05T01:49:03.014130,gpt-4o,set2,Tilmicosin,Tilmicosin,Antibiotic,Fully defined,Macrolide antibiotic,Antibiotic,Tilmicosin phosphate,Erythromycin|Clarithromycin|Azithromycin|Roxithromycin|Spiramycin
2026-03-05T01:49:05.771768,gpt-4o,set2,Hypothalamic releasing factor,Hypothalamic Releasing Hormone,Biologically Active Substance,Fully defined,Releasing Hormone,Hormone,"Corticotropin-Releasing Hormone (CRH)|Thyrotropin-Releasing Hormone (TRH)|Gonadotropin-Releasing Hormone (GnRH)|Growth Hormone-Releasing Hormone (GHRH)|Somatostatin (also known as Growth Hormone-Inhibiting Hormone, GHIH)",Pituitary Hormone|Peripheral Hormone
2026-03-05T01:49:07.509643,gpt-4o,set2,Perioral numbness,Perioral numbness,Finding,Primitive,,,,Periorbital numbness|Perioral tingling|Facial numbness
2026-03-05T01:49:09.557535,gpt-4o,set2,"Electron microscopy study, transmission, examination and report",Transmission Electron Microscopy Study Examination and Report,Diagnostic Procedure,Fully defined,Electron Microscopy Study Examination and Report|Transmission Electron Microscopy Study,Microscopy Study Examination and Report|Diagnostic Imaging Procedure,High-Resolution Transmission Electron Microscopy Study Examination and Report,Scanning Electron Microscopy Study Examination and Report|Cryo-Electron Microscopy Study Examination and Report
2026-03-05T01:49:11.814935,gpt-4o,set2,Structure of hypothalamicohypophyseal tract,Most precise official-style name,What kind of thing it is (semantic type),Category type (Primitive / Fully defined),Neural tract,Nervous system structure,None,Optic tract|Olfactory tract|Corticospinal tract
2026-03-05T01:49:14.120131,gpt-4o,set2,Incision and exploration of tunica vaginalis,Incision and exploration of tunica vaginalis,Therapeutic or Preventive Procedure,Fully defined,Exploration procedure,Medical procedure,,Incision and exploration of spermatic cord|Incision and exploration of testis
2026-03-05T01:49:15.800989,gpt-4o,set2,Injury of nasopharynx,Injury of nasopharynx,Injury or Poisoning,Primitive,,,,Injury of pharynx|Injury of larynx
2026-03-05T01:49:17.758520,gpt-4o,set2,Grafting of fascia to tarsal cartilage,Grafting of fascia to tarsal cartilage,Therapeutic or Preventive Procedure,Primitive,Grafting procedure|Repair of tarsal cartilage,Surgical procedure|Musculoskeletal system procedure,Not applicable,Grafting of fascia to other cartilage|Repair of other tarsal structures|Tarsal cartilage reconstruction
2026-03-05T01:49:18.871343,gpt-4o,set2,Accidental ingestion of spurge olive berries,,,,,,,
2026-03-05T01:49:20.558547,gpt-4o,set2,Stimulus response inventory,Stimulus Response Inventory,Assessment Tool,Primitive,,,,Cognitive Assessment|Behavioral Assessment
2026-03-05T01:49:22.038921,gpt-4o,set2,Fall risk assessment declined,Fall risk assessment declined,Finding,Fully defined,,,,Vision assessment declined|Cognitive assessment declined
2026-03-05T01:49:23.360105,gpt-4o,set2,Vegetable suet,Vegetable suet,Food product,Fully defined,Suet substitute,Fat,None,Beef suet|Pork suet|Lamb suet
2026-03-05T01:49:25.794297,gpt-4o,set2,Flexion deformity of joint of right ankle,Flexion deformity of joint of right ankle,Clinical Finding,Primitive,Deformity of joint of right ankle,Deformity of joint of ankle,,Valgus deformity of joint of right ankle|Varus deformity of joint of right ankle
