timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T01:30:27.995780,gpt-4o,set1,Product containing only methotrexate,Product containing only methotrexate (product),product,Primitive,Product containing methotrexate (medicinal product),Medicinal product containing only methotrexate (medicinal product),Methotrexate 2.5 mg tablet (product)|Methotrexate 10 mg tablet (product),Product containing only methotrexate sodium (product)|Product containing only methotrexate hydrate (product)
2026-03-05T01:30:30.045510,gpt-4o,set1,Wart clinic,Wart clinic (environment),Environment,Primitive,Clinic (environment),Healthcare facility (environment),No immediate child concepts,Dermatology clinic (environment)|Oncology clinic (environment)|Cardiology clinic (environment)
2026-03-05T01:30:33.317298,gpt-4o,set1,Hemoglobin Dagestan,,,,,,,
2026-03-05T01:30:36.630091,gpt-4o,set1,Substance,Substance (substance),Substance,Primitive,Physical object (physical object),Entity (entity),Chemical (substance)|Biological substance (substance)|Dietary substance (substance)|Pharmaceutical / biologic product (product)|Material (substance),Physical force (physical force)|Physical object (physical object)
2026-03-05T01:30:39.947012,gpt-4o,set1,Family Chlorobiaceae,Family Chlorobiaceae (organism),organism,Primitive,Order Chlorobiales (organism),Class Chlorobia (organism),Genus Chlorobium (organism)|Genus Prosthecochloris (organism)|Genus Pelodictyon (organism),Family Oscillochloridaceae (organism)
2026-03-05T01:30:42.700347,gpt-4o,set1,Structure of pedicle of axis,Structure of pedicle of axis (body structure),Body structure,Primitive,Structure of pedicle of cervical vertebra,Structure of cervical vertebra,(No immediate child concepts available),Structure of pedicle of atlas|Structure of pedicle of third cervical vertebra|Structure of pedicle of fourth cervical vertebra|Structure of pedicle of fifth cervical vertebra|Structure of pedicle of sixth cervical vertebra|Structure of pedicle of seventh cervical vertebra
2026-03-05T01:30:44.996518,gpt-4o,set1,Bone structure of L4,Bone structure of lumbar vertebra 4 (body structure),Body structure,Primitive,Bone structure of lumbar vertebra (body structure),Bone structure of vertebra (body structure),None,Bone structure of lumbar vertebra 1 (body structure)|Bone structure of lumbar vertebra 2 (body structure)|Bone structure of lumbar vertebra 3 (body structure)|Bone structure of lumbar vertebra 5 (body structure)
2026-03-05T01:30:46.986971,gpt-4o,set1,Lasègue's arm sign,Lasègue's arm sign (observable entity),Observable entity,Primitive,Neurological sign (observable entity),Clinical finding (finding),None,Babinski reflex (observable entity)|Hoffmann's sign (observable entity)|Romberg's sign (observable entity)
2026-03-05T01:30:47.974785,gpt-4o,set1,Neuroendocrine tumor of middle ear,,,,,,,
2026-03-05T01:30:49.808714,gpt-4o,set1,Extension Namespace {1000194},Extension Namespace (namespace concept),Namespace concept,Primitive,Namespace concept,Concept model attribute,No immediate child concepts,Extension Namespace {1000195}|Extension Namespace {1000196}
2026-03-05T01:30:52.047368,gpt-4o,set1,Fracture of third rib,Fracture of third rib (disorder),disorder,Primitive,Fracture of rib,Fracture of thoracic vertebra and/or rib,No immediate child concepts,Fracture of first rib|Fracture of second rib|Fracture of fourth rib
2026-03-05T01:30:54.521148,gpt-4o,set1,Overriding tricuspid valve,Overriding tricuspid valve (disorder),Disorder,Primitive,Congenital malformation of tricuspid valve (disorder),Congenital malformation of cardiac valve (disorder),Overriding tricuspid valve with ventricular septal defect (disorder),Ebstein's anomaly (disorder)|Tricuspid atresia (disorder)|Congenital tricuspid valve stenosis (disorder)|Congenital tricuspid valve regurgitation (disorder)
2026-03-05T01:30:57.547431,gpt-4o,set1,Cerebellar laceration with open intracranial wound,Cerebellar laceration with open intracranial wound (disorder),Disorder,Primitive,Laceration of cerebellum with open intracranial wound (disorder),Open wound of head with intracranial injury (disorder),None,Laceration of brainstem with open intracranial wound (disorder)|Laceration of cerebrum with open intracranial wound (disorder)
2026-03-05T01:30:59.431053,gpt-4o,set1,Sacral spinal cord injury without bone injury,Sacral spinal cord injury without bone injury (disorder),Disorder,Primitive,Spinal cord injury without bone injury (disorder),Spinal cord injury (disorder),None,Lumbar spinal cord injury without bone injury (disorder)|Thoracic spinal cord injury without bone injury (disorder)|Cervical spinal cord injury without bone injury (disorder)
2026-03-05T01:31:02.303918,gpt-4o,set1,Dehydrated hereditary stomatocytosis,Dehydrated hereditary stomatocytosis (disorder),Disorder,Primitive,Hereditary stomatocytosis (disorder),Hemolytic anemia due to membrane defect (disorder),None,Overhydrated hereditary stomatocytosis (disorder)
2026-03-05T01:31:04.453763,gpt-4o,set1,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection (product),product,Fully defined,Product containing precisely tinzaparin sodium conventional release solution for injection (product),Product containing precisely tinzaparin sodium (product),None,Product containing precisely tinzaparin sodium 10000 unit/0.5 milliliter conventional release solution for injection (product)|Product containing precisely tinzaparin sodium 10000 unit/1 milliliter conventional release solution for injection (product)
2026-03-05T01:31:06.993309,gpt-4o,set1,History of mood disorder,History of mood disorder (situation),Situation,Primitive,History of mental and behavioral disorder (situation),History of clinical finding in subject (situation),No immediate child concepts,History of schizophrenia (situation)|History of bipolar disorder (situation)|History of anxiety disorder (situation)|History of depressive disorder (situation)
2026-03-05T01:31:09.266677,gpt-4o,set1,Dislocation of prosthetic joint of elbow,Dislocation of prosthetic joint of elbow (disorder),Disorder,Primitive,Dislocation of prosthetic joint (disorder),Dislocation of joint (disorder),None,Dislocation of prosthetic joint of knee (disorder)|Dislocation of prosthetic joint of hip (disorder)|Dislocation of prosthetic joint of shoulder (disorder)
2026-03-05T01:31:11.740924,gpt-4o,set1,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form (product),product,Primitive,Product containing brompheniramine and hydrocodone in oral dose form (product)|Product containing guaifenesin and hydrocodone in oral dose form (product),Product containing brompheniramine in oral dose form (product)|Product containing guaifenesin in oral dose form (product)|Product containing hydrocodone in oral dose form (product),No immediate child concepts,Product containing only brompheniramine and guaifenesin in oral dose form (product)|Product containing only guaifenesin and hydrocodone in oral dose form (product)|Product containing only brompheniramine and hydrocodone in oral dose form (product)
2026-03-05T01:31:13.053043,gpt-4o,set1,Unable to wash laundry,,,,,,,
2026-03-05T01:31:15.177562,gpt-4o,set1,Entire corticothalamic fibers of posterior limb of internal capsule,Entire corticothalamic fibers of posterior limb of internal capsule (body structure),Body structure,Primitive,Entire corticothalamic fibers (body structure),Entire internal capsule (body structure),None,Entire thalamocortical fibers of posterior limb of internal capsule (body structure)|Entire corticospinal fibers of posterior limb of internal capsule (body structure)
2026-03-05T01:31:17.867031,gpt-4o,set1,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection (product),product,Fully defined,Product containing precisely lidocaine hydrochloride conventional release solution for injection (product),Product containing precisely lidocaine hydrochloride (product),Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection in ampoule (product),Product containing precisely lidocaine hydrochloride 5 milligram/1 milliliter conventional release solution for injection (product)|Product containing precisely lidocaine hydrochloride 10 milligram/1 milliliter conventional release solution for injection (product)
2026-03-05T01:31:20.938026,gpt-4o,set1,Congenital absence of uvula,Congenital absence of uvula (disorder),Disorder,Primitive,Congenital anomaly of uvula (disorder),Congenital anomaly of mouth (disorder),No immediate child concepts,Bifid uvula (disorder)|Other specified congenital anomaly of uvula (disorder)
2026-03-05T01:31:24.110810,gpt-4o,set1,Streptococcus pyogenes type emm35,Streptococcus pyogenes type emm35 (organism),organism,Primitive,Streptococcus pyogenes (organism),Streptococcus (organism),[No immediate child concepts available],Streptococcus pyogenes type emm1 (organism)|Streptococcus pyogenes type emm12 (organism)|Streptococcus pyogenes type emm3 (organism)
2026-03-05T01:31:28.106618,gpt-4o,set1,Fracture of mandible involving dental socket,Fracture of mandible involving dental socket (disorder),Disorder,Primitive,Fracture of mandible (disorder),Fracture of facial bones (disorder),No immediate child concepts available,Fracture of angle of mandible (disorder)|Fracture of body of mandible (disorder)|Fracture of condylar process of mandible (disorder)|Fracture of coronoid process of mandible (disorder)|Fracture of ramus of mandible (disorder)|Fracture of symphysis of mandible (disorder)
2026-03-05T01:31:30.370681,gpt-4o,set1,Foreign body in skin of finger with infection,Foreign body in skin of finger with infection (disorder),disorder,Primitive,Foreign body in skin with infection (disorder),Foreign body in skin (disorder),No immediate child concepts,Foreign body in skin of toe with infection (disorder)|Foreign body in skin of hand with infection (disorder)
2026-03-05T01:31:32.817598,gpt-4o,set1,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection (product),product,Fully defined,Product containing precisely naloxone hydrochloride conventional release solution for injection (product),Product containing precisely naloxone hydrochloride (product),No immediate child concepts,Product containing precisely naloxone hydrochloride 200 microgram/1 milliliter conventional release solution for injection (product)|Product containing precisely naloxone hydrochloride 800 microgram/1 milliliter conventional release solution for injection (product)
2026-03-05T01:31:35.175339,gpt-4o,set1,Excisional biopsy of lacrimal sac,Excisional biopsy of lacrimal sac (procedure),Procedure,Primitive,Excisional biopsy of head structure,Excisional biopsy,None,Excisional biopsy of scalp|Excisional biopsy of face|Excisional biopsy of neck|Excisional biopsy of eye region
2026-03-05T01:31:36.968786,gpt-4o,set1,Catatonic posturing,Catatonic posturing (finding),finding,Primitive,Catatonia (finding),Abnormal behavior (finding),None,Catatonic stupor (finding)|Catatonic excitement (finding)|Catatonic rigidity (finding)|Catatonic negativism (finding)
2026-03-05T01:31:39.726152,gpt-4o,set1,Structure of palmaris brevis muscle,Structure of palmaris brevis muscle (body structure),Body structure,Primitive,Structure of muscle of hand,Structure of muscle of upper limb,None,Structure of abductor digiti minimi muscle of hand|Structure of opponens digiti minimi muscle|Structure of flexor digiti minimi brevis muscle of hand
2026-03-05T01:31:42.904621,gpt-4o,set1,Butteroil,Butteroil (substance),Substance,Primitive,Butter (substance),Dairy product (substance),None,Anhydrous milk fat (substance)
2026-03-05T01:31:45.485404,gpt-4o,set1,Entire ventral posterolateral nucleus of thalamus,Entire ventral posterolateral nucleus of thalamus (body structure),Body structure,Primitive,Entire ventral nuclear group of thalamus (body structure),Entire thalamus (body structure),[No immediate child concepts],Entire ventral anterior nucleus of thalamus (body structure)|Entire ventral lateral nucleus of thalamus (body structure)|Entire ventral posterior nucleus of thalamus (body structure)
2026-03-05T01:31:49.228388,gpt-4o,set1,Anomalous pulmonary venous drainage to right atrium,Anomalous pulmonary venous drainage to right atrium (disorder),disorder,Primitive,Anomalous pulmonary venous connection (disorder),Congenital anomaly of pulmonary vein (disorder),Partial anomalous pulmonary venous drainage to right atrium (disorder),Total anomalous pulmonary venous connection (disorder)|Partial anomalous pulmonary venous connection (disorder)
2026-03-05T01:31:51.310824,gpt-4o,set1,Caries of cervical margin of tooth,Caries of cervical margin of tooth (disorder),disorder,Primitive,Dental caries (disorder),Disorder of tooth (disorder),None,Caries of pit and fissure surface of tooth (disorder)|Caries of smooth surface of tooth (disorder)|Caries of root surface of tooth (disorder)
2026-03-05T01:31:55.287450,gpt-4o,set1,Bursitis of shoulder,Bursitis of shoulder (disorder),Disorder,Primitive,Bursitis (disorder),Inflammatory disorder (disorder),Bursitis of right shoulder (disorder)|Bursitis of left shoulder (disorder),Tendinitis of shoulder (disorder)|Impingement syndrome of shoulder region (disorder)
2026-03-05T01:31:57.391089,gpt-4o,set1,Laboratory oven,Laboratory oven (physical object),Physical object,Primitive,Oven (physical object),Heating device (physical object),No immediate child concepts,Baking oven (physical object)|Industrial oven (physical object)
2026-03-05T01:32:00.236781,gpt-4o,set1,Assessment using physical function intensive care unit test,Assessment using physical function intensive care unit test (procedure),procedure,Primitive,Assessment using test (procedure),Assessment procedure (procedure),No immediate child concepts,Assessment using cognitive function test (procedure)|Assessment using laboratory test (procedure)|Assessment using imaging test (procedure)
2026-03-05T01:32:02.852023,gpt-4o,set1,Oral dyskinesia,Oral dyskinesia (disorder),Disorder,Primitive,Dyskinesia (disorder),Movement disorder (disorder),None,Tardive dyskinesia (disorder)|Oromandibular dyskinesia (disorder)
2026-03-05T01:32:04.825355,gpt-4o,set1,Family Ranidae,Family Ranidae (organism),organism,Primitive,True Frogs (organism),Frogs and Toads (organism),Genus Rana (organism),Family Hylidae (organism)|Family Bufonidae (organism)
2026-03-05T01:32:07.575048,gpt-4o,set1,Acute postthoracotomy pain syndrome,Acute postthoracotomy pain syndrome (disorder),disorder,Primitive,Postoperative pain (disorder),Pain (finding),None,Chronic postthoracotomy pain syndrome (disorder)|Postoperative pain of skin (disorder)|Postoperative pain of joint (disorder)|Postoperative pain of musculoskeletal structure (disorder)|Postoperative pain of internal organ (disorder)
2026-03-05T01:32:09.684068,gpt-4o,set1,Trapezius flap,Trapezius flap (procedure),Procedure,Primitive,Muscle flap (procedure),Flap reconstruction (procedure),None,Latissimus dorsi flap (procedure)|Pectoralis major flap (procedure)|Rectus abdominis flap (procedure)
2026-03-05T01:32:11.523523,gpt-4o,set1,Fetal movements palpated by healthcare professional,Fetal movements palpated by healthcare professional (finding),finding,Primitive,Fetal movement finding (finding),Finding of fetal position and movement (finding),No immediate child concepts,Fetal movements felt by mother (finding)
2026-03-05T01:32:13.544112,gpt-4o,set1,Product containing only sodium thiosulfate in parenteral dose form,Product containing only sodium thiosulfate in parenteral dose form (product),product,Fully defined,Product containing only sodium thiosulfate (product),Medicinal product containing only sodium thiosulfate (medicinal product),None,Product containing only sodium thiosulfate in oral dose form (product)|Product containing only sodium thiosulfate in topical dose form (product)
2026-03-05T01:32:15.005498,gpt-4o,set1,Zamia,Zamia (organism),Organism,Primitive,Cycad (organism),Gymnosperm (organism),None,Cycas (organism)|Dioon (organism)
2026-03-05T01:32:17.463635,gpt-4o,set1,Provision of removable artificial eye,Provision of removable artificial eye (procedure),Procedure,Primitive,Provision of external prosthesis (procedure),Provision of prosthesis (procedure),No immediate child concepts,Provision of external breast prosthesis (procedure)|Provision of external limb prosthesis (procedure)
2026-03-05T01:32:20.929725,gpt-4o,set1,Hypokinesis of myocardium of anterolateral region of left ventricle,Hypokinesis of myocardium of anterolateral region of left ventricle (finding),Finding,Primitive,Hypokinesis of myocardium of left ventricle (finding),Hypokinesis of myocardium (finding),No immediate child concepts,Hypokinesis of myocardium of apical region of left ventricle (finding)|Hypokinesis of myocardium of inferior region of left ventricle (finding)|Hypokinesis of myocardium of lateral region of left ventricle (finding)|Hypokinesis of myocardium of anterior region of left ventricle (finding)|Hypokinesis of myocardium of posterior region of left ventricle (finding)
2026-03-05T01:32:22.993606,gpt-4o,set1,CV20,,,,,,,
2026-03-05T01:32:25.458908,gpt-4o,set1,Primary malignant neoplasm of intrathoracic organs,Primary malignant neoplasm of intrathoracic organs (disorder),disorder,Primitive,Malignant neoplasm of intrathoracic organ (disorder),Malignant neoplasm of thoracic cavity (disorder),Primary malignant neoplasm of heart (disorder)|Primary malignant neoplasm of thymus (disorder)|Primary malignant neoplasm of trachea (disorder),Secondary malignant neoplasm of intrathoracic organs (disorder)
2026-03-05T01:32:26.947557,gpt-4o,set1,Salmonella IIIb 38:(k):z54,,,,,,,
2026-03-05T01:32:29.433787,gpt-4o,set1,Purpura simplex,Purpura simplex (disorder),Disorder,Primitive,Purpura (disorder),Hemorrhagic disorder (disorder),None,Senile purpura (disorder)|Thrombocytopenic purpura (disorder)
2026-03-05T01:32:31.082107,gpt-4o,set1,Arsine poisoning,Arsine poisoning (disorder),disorder,Primitive,Toxic effect of gas (disorder),Toxic effect of substance (disorder),No immediate child concepts,Ammonia poisoning (disorder)|Carbon monoxide poisoning (disorder)|Cyanide poisoning (disorder)|Hydrogen sulfide poisoning (disorder)
2026-03-05T01:32:33.028719,gpt-4o,set1,Continuous flow apneic ventilation,Continuous flow apneic ventilation (procedure),Procedure,Primitive,Apneic oxygenation (procedure),Ventilation procedure (procedure),None,High-flow apneic oxygenation (procedure)
2026-03-05T01:32:33.859502,gpt-4o,set1,Extension Namespace {1000164},,,,,,,
2026-03-05T01:32:36.104811,gpt-4o,set1,Ear and auditory finding,Ear and auditory finding (finding),finding,Primitive,Finding of head and neck region (finding),Clinical finding (finding),Hearing finding (finding)|Ear finding (finding),Eye finding (finding)|Nose finding (finding)|Oral cavity finding (finding)
2026-03-05T01:32:37.944010,gpt-4o,set1,Antibody to myelin associated glycoprotein,Antibody to myelin associated glycoprotein (substance),substance,Primitive,Antibody to neural tissue (substance),Antibody to specific substance (substance),None,Antibody to myelin basic protein (substance)|Antibody to neurofilament (substance)
2026-03-05T01:32:40.911137,gpt-4o,set1,Genus Cercocebus,Genus Cercocebus (organism),organism,Primitive,Genus Cercopithecinae (organism),Subfamily Cercopithecinae (organism),Cercocebus agilis (organism)|Cercocebus atys (organism)|Cercocebus chrysogaster (organism)|Cercocebus galeritus (organism)|Cercocebus sanjei (organism)|Cercocebus torquatus (organism),Genus Macaca (organism)|Genus Mandrillus (organism)|Genus Papio (organism)|Genus Theropithecus (organism)
2026-03-05T01:32:43.577474,gpt-4o,set1,Urge incontinence due to prolapse of female genital organ,Urge incontinence due to prolapse of female genital organ (disorder),disorder,Primitive,Urinary incontinence due to prolapse of female genital organ (disorder),Urinary incontinence (disorder)|Prolapse of female genital organ (disorder),None,Stress incontinence due to prolapse of female genital organ (disorder)|Mixed incontinence due to prolapse of female genital organ (disorder)
2026-03-05T01:32:45.728388,gpt-4o,set1,Streptococcus pyogenes type emm111,Streptococcus pyogenes type emm111 (organism),organism,Primitive,Streptococcus pyogenes (organism),Streptococcus (organism),No immediate child concepts,Streptococcus pyogenes type emm1 (organism)|Streptococcus pyogenes type emm2 (organism)|Streptococcus pyogenes type emm3 (organism)
2026-03-05T01:32:47.777285,gpt-4o,set1,Partial glossectomy with radical dissection of left half of neck,Partial glossectomy with radical dissection of left half of neck (procedure),Procedure,Primitive,Partial glossectomy (procedure)|Radical neck dissection (procedure),Glossectomy (procedure)|Neck dissection (procedure),None,Hemiglossectomy with radical neck dissection (procedure)|Total glossectomy with radical neck dissection (procedure)
2026-03-05T01:32:50.234089,gpt-4o,set1,Paenibacillus doosanensis,Paenibacillus doosanensis (organism),organism,Primitive,Paenibacillus (organism),Bacillaceae (organism),None,Paenibacillus polymyxa (organism)|Paenibacillus larvae (organism)|Paenibacillus alvei (organism)
2026-03-05T01:32:52.074118,gpt-4o,set1,Diapterus auratus,Diapterus auratus (organism),organism,Primitive,Diapterus (organism),Gerreidae (organism),None,Diapterus rhombeus (organism)|Diapterus plumieri (organism)
2026-03-05T01:32:53.142417,gpt-4o,set1,Ribonucleic acid of Parainfluenza virus 4,,,,,,,
2026-03-05T01:32:55.144107,gpt-4o,set1,Cryptocotyle concava,Cryptocotyle concava (organism),Organism,Primitive,Cryptocotyle (organism),Heterophyidae (organism),None,Cryptocotyle lingua (organism)|Cryptocotyle jejuna (organism)
2026-03-05T01:32:57.296748,gpt-4o,set1,Calicivirus gastroenteritis,Calicivirus gastroenteritis (disorder),Disorder,Primitive,Viral gastroenteritis (disorder),Infectious gastroenteritis (disorder),Norovirus gastroenteritis (disorder),Rotavirus gastroenteritis (disorder)|Astrovirus gastroenteritis (disorder)
2026-03-05T01:32:58.890235,gpt-4o,set1,Acute sensory polyneuropathy,Acute sensory polyneuropathy (disorder),disorder,Primitive,Acute polyneuropathy (disorder),Polyneuropathy (disorder),None,Acute motor polyneuropathy (disorder)|Acute autonomic polyneuropathy (disorder)
2026-03-05T01:33:00.732007,gpt-4o,set1,Sabouraud dextrose agar,Sabouraud dextrose agar (substance),substance,Primitive,Culture media (substance),Laboratory procedure (procedure),Sabouraud dextrose agar with chloramphenicol (substance),Blood agar (substance)|MacConkey agar (substance)|Nutrient agar (substance)
2026-03-05T01:33:01.906490,gpt-4o,set1,Urrets-Zavalia syndrome of eye due to and following ocular surgery,Urrets-Zavalia syndrome of eye due to and following ocular surgery (disorder),disorder,Primitive,Urrets-Zavalia syndrome of eye (disorder),Disorder of eye (disorder),None,None
2026-03-05T01:33:04.262330,gpt-4o,set1,Product containing only flortaucipir (18-F) in parenteral dose form,Product containing only flortaucipir (18-F) in parenteral dose form (product),product,Fully defined,Product containing only 18F radiopharmaceutical in parenteral dose form (product),Product containing only radiopharmaceutical in parenteral dose form (product),None,Product containing only florbetaben (18-F) in parenteral dose form (product)|Product containing only florbetapir (18-F) in parenteral dose form (product)
2026-03-05T01:33:06.105603,gpt-4o,set1,Structure of skin of left knee,Structure of skin of left knee (body structure),Body structure,Primitive,Structure of skin of knee,Structure of skin of lower limb,No immediate child concepts,Structure of skin of right knee
2026-03-05T01:33:07.846715,gpt-4o,set1,Grafting of auricle of ear,Grafting of auricle of ear (procedure),Procedure,Primitive,Grafting of ear,Reconstruction of ear,Cartilage grafting of auricle of ear,Reconstruction of auricle of ear|Repair of auricle of ear
2026-03-05T01:33:09.933043,gpt-4o,set1,Closed fracture of fifth metatarsal bone of right foot,Closed fracture of fifth metatarsal bone of right foot (disorder),disorder,Primitive,Closed fracture of fifth metatarsal bone|Fracture of metatarsal bone of right foot,Fracture of metatarsal bone|Injury of right foot,None,Closed fracture of fourth metatarsal bone of right foot|Closed fracture of third metatarsal bone of right foot|Closed fracture of second metatarsal bone of right foot
2026-03-05T01:33:12.350712,gpt-4o,set1,Ultrasonic wave,Ultrasonic wave (physical force),Physical force,Primitive,Sound wave (physical force),Wave (physical force),None,Infrasonic wave (physical force)|Audible sound wave (physical force)
2026-03-05T01:33:13.991609,gpt-4o,set1,Accessory mobilization of the cervical spine,Accessory mobilization of the cervical spine (procedure),Procedure,Primitive,Mobilization of the cervical spine (procedure),Mobilization of joint (procedure),None,None
2026-03-05T01:33:16.445204,gpt-4o,set1,Scilla nonscripta,Scilla nonscripta (organism),Organism,Primitive,Hyacinthoides (organism),Asparagaceae (organism),None,Hyacinthoides hispanica (organism)|Hyacinthoides italica (organism)
2026-03-05T01:33:19.066942,gpt-4o,set1,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet (product),product,Fully defined,Product containing precisely mepacrine hydrochloride (medicinal product),Medicinal product containing mepacrine (product),No immediate child concepts,Product containing precisely mepacrine hydrochloride 50 milligram/1 each conventional release oral tablet (product)|Product containing precisely mepacrine hydrochloride 200 milligram/1 each conventional release oral tablet (product)
2026-03-05T01:33:21.423767,gpt-4o,set1,"Antibiotic sensitivity, fungus","Antibiotic sensitivity, fungus (finding)",finding,Primitive,Antibiotic sensitivity (finding),Sensitivity to substance (finding),None,"Antibiotic sensitivity, bacteria (finding)|Antibiotic sensitivity, virus (finding)"
2026-03-05T01:33:23.202757,gpt-4o,set1,"Alcohol, methyl measurement","Alcohol, methyl measurement (observable entity)",Observable entity,Primitive,Alcohol measurement (observable entity),Substance measurement (observable entity),Methyl alcohol level measurement (observable entity),Ethanol measurement (observable entity)|Isopropanol measurement (observable entity)
2026-03-05T01:33:25.380309,gpt-4o,set1,Structure of bursa of thumb,Structure of bursa of thumb (body structure),Body structure,Primitive,Structure of bursa of digit of hand,Structure of bursa of upper limb,[No immediate child concepts in the data provided],Structure of bursa of finger|Structure of bursa of thumb joint
2026-03-05T01:33:27.817576,gpt-4o,set1,"History and physical examination, sports participation","History and physical examination, sports participation (procedure)",procedure,Primitive,History and physical examination (procedure),Evaluation procedure (procedure),None,"History and physical examination, insurance (procedure)|History and physical examination, employment (procedure)|History and physical examination, school (procedure)"
2026-03-05T01:33:29.964093,gpt-4o,set1,Haemophilus felis,Haemophilus felis (organism),Organism,Primitive,Haemophilus (organism),Pasteurellaceae (family),None,Haemophilus influenzae (organism)|Haemophilus parainfluenzae (organism)|Haemophilus ducreyi (organism)
2026-03-05T01:33:31.692247,gpt-4o,set1,Cholylglycine measurement,Cholylglycine measurement (procedure),Procedure,Primitive,Bile acid measurement (procedure),Chemical measurement (procedure),None,Cholic acid measurement (procedure)|Chenodeoxycholic acid measurement (procedure)
2026-03-05T01:33:34.629303,gpt-4o,set1,Radiation half-value thickness,Radiation half-value thickness (observable entity),Observable entity,Primitive,Radiation measurement (observable entity),Measurement of observable entity (observable entity),None,Radiation attenuation coefficient (observable entity)|Radiation exposure time (observable entity)
2026-03-05T01:33:36.551788,gpt-4o,set1,Entire embryo at stage 15,Entire embryo at stage 15 (body structure),Body structure,Primitive,Entire embryo at stage 14 (body structure)|Embryo at stage 15 (body structure),Entire embryo at stage 13 (body structure)|Embryo at stage 14 (body structure),Entire embryo at stage 16 (body structure),Entire embryo at stage 14 (body structure)|Entire embryo at stage 16 (body structure)
2026-03-05T01:33:38.258199,gpt-4o,set1,Product containing only mecobalamin,Product containing only mecobalamin (product),product,Fully defined,Product containing precisely mecobalamin (medicinal product),Medicinal product containing only vitamin B12 and its derivatives (product),No immediate child concepts,Product containing only cyanocobalamin (product)|Product containing only hydroxocobalamin (product)
2026-03-05T01:33:40.390500,gpt-4o,set1,Genus Lophodytes,Genus Lophodytes (organism),organism,Primitive,Merginae (subfamily),Anatidae (family),Lophodytes cucullatus (species),Genus Mergus (organism)|Genus Bucephala (organism)
2026-03-05T01:33:42.455967,gpt-4o,set1,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae (organism),Organism,Primitive,Mycoplasma (organism),Mollicutes (organism),None,Mycoplasma pneumoniae (organism)|Mycoplasma genitalium (organism)|Mycoplasma hominis (organism)
2026-03-05T01:33:45.739381,gpt-4o,set1,Fetal chromosomal abnormality,Fetal chromosomal abnormality (disorder),Disorder,Primitive,Chromosomal abnormality (disorder),Genetic disorder (disorder),Down syndrome (disorder)|Turner syndrome (disorder)|Edwards syndrome (disorder),Chromosomal deletion syndrome (disorder)|Chromosomal duplication syndrome (disorder)|Chromosomal inversion syndrome (disorder)
2026-03-05T01:33:47.384178,gpt-4o,set1,History of cancer metastatic to bone,History of cancer metastatic to bone (situation),Situation,Primitive,History of malignant neoplasm metastatic to bone,History of malignant neoplasm,History of breast cancer metastatic to bone|History of prostate cancer metastatic to bone,History of cancer metastatic to brain|History of cancer metastatic to liver|History of cancer metastatic to lung
2026-03-05T01:33:49.499213,gpt-4o,set1,"Orthopedic fixation plate, non-bioabsorbable, non-sterile","Orthopedic fixation plate, non-bioabsorbable, non-sterile (physical object)",Physical object,Primitive,"Orthopedic fixation plate, non-bioabsorbable",Orthopedic fixation plate,None,"Orthopedic fixation plate, non-bioabsorbable, sterile"
2026-03-05T01:33:52.590686,gpt-4o,set1,Neoplasm of isthmus of uterus,Neoplasm of isthmus of uterus (disorder),Disorder,Primitive,Neoplasm of uterus (disorder),Neoplasm of female genital organ (disorder),No immediate child concepts,Neoplasm of body of uterus (disorder)|Neoplasm of cervix uteri (disorder)|Neoplasm of endometrium (disorder)|Neoplasm of uterine adnexa (disorder)|Neoplasm of uterine corpus (disorder)|Neoplasm of uterine fundus (disorder)|Neoplasm of uterine serosa (disorder)
2026-03-05T01:33:54.345249,gpt-4o,set1,Urethrotome,Urethrotome (physical object),Physical object,Primitive,Surgical instrument (physical object),Medical device (physical object),None,Cystotome (physical object)|Lithotrite (physical object)
2026-03-05T01:33:55.288629,gpt-4o,set1,Death by immolation,,,,,,,
2026-03-05T01:33:57.430814,gpt-4o,set1,Skin of part of back,Skin of part of back (body structure),Body structure,Primitive,Skin of trunk (body structure),Skin of body structure (body structure),Skin of upper back (body structure)|Skin of lower back (body structure),Skin of chest (body structure)|Skin of abdomen (body structure)|Skin of flank (body structure)
2026-03-05T01:33:59.135733,gpt-4o,set1,Croton oil,Croton oil (substance),Substance,Primitive,Plant oil (substance),Plant-derived substance (substance),No immediate child concepts,Castor oil (substance)|Linseed oil (substance)|Olive oil (substance)|Peanut oil (substance)|Soybean oil (substance)
